HBindex,DecayRate,LogTau,FitX,FitY
0.85805,0.10386,0.983551,,
1.45652,0.0903692,1.04398,,
5.66507,0.220261,0.657062,,
0.556233,0.124813,0.903741,,
5.15073,0.14331,0.843724,,
7.64175,0.154991,0.809693,,
0.26451,0.110078,0.958299,,
4.87707,0.147872,0.830115,,
1.08429,0.191391,0.718078,,
2.97797,0.10951,0.960545,,
3.04788,0.115849,0.936106,,
11.2252,0.135638,0.86762,,
2.43843,0.0497524,1.30319,,
2.06511,0.183641,0.73603,,
4.71668,0.167238,0.776664,,
7.91467,0.121503,0.915413,,
4.05611,0.142144,0.84727,,
1.72498,0.153155,0.814868,,
0.47126,0.0475737,1.32263,,
4.03042,0.124504,0.904815,,
0.977408,0.11888,0.924889,,
6.62656,0.165083,0.782298,,
7.923,0.196902,0.70575,,
1.33503,0.0692933,1.15931,,
3.91918,0.178881,0.747437,,
0.698847,0.0560828,1.25117,,
4.84785,0.16912,0.771806,,
1.28478,0.162849,0.788216,,
5.95224,0.114361,0.941722,,
2.42277,0.13022,0.885323,,
0.407164,0.0868843,1.06106,,
0.362703,0.0776157,1.11005,,
0.723946,0.23331,0.632066,,
0.532349,0.0984237,1.0069,,
22.3205,0.105539,0.976585,,
4.10183,0.0754649,1.12226,,
0.183374,0.129167,0.888849,,
12.1536,0.172969,0.762031,,
0.249462,0.092696,1.03294,,
4.76703,0.160031,0.795795,,
2.48831,0.004,2.39794,,
6.55854,0.153323,0.814392,,
0.981622,0.100459,0.998011,,
0.346585,0.0239643,1.62043,,
0.551767,0.139131,0.856576,,
7.89314,0.134846,0.870164,,
0.594299,0.0270388,1.56801,,
1.69516,0.0613887,1.21191,,
0.895781,0.200114,0.698722,,
0.95601,0.0808741,1.09219,,
0.145593,0.119353,0.923165,,
4.99988,0.193444,0.713444,,
0.497188,0.0369665,1.43219,,
5.64117,0.0631718,1.19948,,
4.51071,0.142826,0.845194,,
6.20133,0.162885,0.78812,,
5.16472,0.117,0.931815,,
1.12379,0.133199,0.875499,,
10.7669,0.136788,0.863953,,
2.48736,0.0992695,1.00318,,
1.94046,0.180036,0.744639,,
1.8255,0.116211,0.934754,,
2.83589,0.168626,0.773076,,
6.24418,0.0988644,1.00496,,
1.44494,0.149297,0.825948,,
1.21126,0.065655,1.18273,,
9.22108,0.116072,0.935271,,
0.566183,0.0735447,1.13345,,
6.35342,0.157091,0.803848,,
0.365358,0.0769648,1.11371,,
2.52037,0.0819311,1.08655,,
1.99583,0.147274,0.831873,,
4.79626,0.100083,0.999641,,
3.01963,0.0846091,1.07258,,
0.120351,0.107012,0.970567,,
6.90237,0.127422,0.894757,,
3.52569,0.161446,0.791972,,
2.59716,0.11457,0.940929,,
3.58686,0.192179,0.716295,,
8.46749,0.106328,0.973352,,
1.032,0.186254,0.729894,,
0.99457,0.19117,0.718579,,
10.1033,0.211092,0.675528,,
3.34017,0.15486,0.810062,,
4.32726,0.106212,0.973826,,
1.20617,0.123587,0.908028,,
30.6409,0.206971,0.684091,,
1.18355,0.0646305,1.18956,,
1.05539,0.122331,0.912464,,
11.6566,0.149068,0.826616,,
0.630005,0.139179,0.856425,,
2.98085,0.194581,0.7109,,
2.41566,0.104913,0.979171,,
29.4402,0.128879,0.889816,,
7.97634,0.169843,0.769952,,
0.685997,0.0936016,1.02872,,
7.52308,0.126184,0.898997,,
19.4988,0.202125,0.69438,,
10.1032,0.0732651,1.1351,,
2.58205,0.16665,0.778194,,
7.76534,0.105364,0.977308,,
1.76535,0.0501518,1.29971,,
1.61104,0.138003,0.860112,,
3.64888,0.0894403,1.04847,,
0.971362,0.146991,0.832711,,
0.608941,0.108475,0.964671,,
1.14002,0.141323,0.849788,,
0.90581,0.108893,0.963002,,
0.476495,0.0594903,1.22555,,
8.03018,0.114727,0.940334,,
1.7961,0.129533,0.887619,,
1.93758,0.0283791,1.547,,
1.32097,0.118032,0.927999,,
0.835665,0.117503,0.929953,,
5.63732,0.142211,0.847066,,
3.85159,0.0913264,1.0394,,
21.1749,0.142043,0.847579,,
0.689809,0.025757,1.5891,,
5.69599,0.0800205,1.0968,,
0.803307,0.0671641,1.17286,,
1.02998,0.0625375,1.20386,,
0.891621,0.0858541,1.06624,,
2.78384,0.166602,0.778319,,
0.682225,0.094193,1.02598,,
4.40531,0.200723,0.697403,,
1.79722,0.13814,0.859679,,
15.8155,0.151128,0.820655,,
5.43473,0.0680305,1.1673,,
5.61681,0.127813,0.893424,,
2.33794,0.184248,0.734598,,
3.55453,0.0898385,1.04654,,
1.33262,0.13289,0.876507,,
0.292898,0.0892465,1.04941,,
1.13194,0.0831456,1.08016,,
3.38887,0.209637,0.678532,,
0.326053,0.100995,0.995699,,
8.28734,0.179763,0.745301,,
2.94516,0.1906,0.719877,,
0.81828,0.0167007,1.77727,,
0.286493,0.0900334,1.0456,,
2.64334,0.0562751,1.24968,,
1.48898,0.0924738,1.03398,,
0.800097,0.167341,0.776397,,
2.233,0.143399,0.843453,,
0.784252,0.0490656,1.30922,,
4.20057,0.109279,0.961461,,
0.302381,0.16142,0.792042,,
0.444941,0.184641,0.733671,,
1.79707,0.0606587,1.21711,,
0.355423,0.0650343,1.18686,,
3.75911,0.105431,0.977031,,
7.28394,0.131431,0.881302,,
2.81642,0.0523639,1.28097,,
1.92967,0.128611,0.890723,,
1.98763,0.115484,0.937477,,
1.61734,0.138122,0.859736,,
1.16888,0.108371,0.965087,,
4.30532,0.100925,0.996001,,
1.84644,0.0872588,1.05919,,
0.555826,0.0617075,1.20966,,
3.15021,0.214561,0.66845,,
0.475031,0.0600641,1.22138,,
4.12444,0.209932,0.677921,,
11.9588,0.144055,0.841471,,
2.49984,0.118674,0.925645,,
0.611587,0.174299,0.758706,,
1.93748,0.0764534,1.1166,,
0.682184,0.136504,0.864855,,
8.96758,0.122965,0.910218,,
1.28074,0.0602496,1.22005,,
3.09727,0.142691,0.845604,,
12.085,0.11073,0.955735,,
1.20389,0.0718305,1.14369,,
1.33999,0.0748555,1.12578,,
1.65922,0.104138,0.982389,,
3.61681,0.0570394,1.24383,,
3.80668,0.116549,0.933493,,
0.336745,0.106445,0.972873,,
14.9758,0.147704,0.830609,,
0.965899,0.177914,0.74979,,
2.76613,0.125677,0.900745,,
0.739864,0.0409349,1.38791,,
5.92484,0.170327,0.768717,,
1.20153,0.087983,1.0556,,
13.6261,0.103879,0.983472,,
3.11346,0.126316,0.898543,,
1.39388,0.130863,0.883182,,
2.54413,0.156719,0.804878,,
3.00348,0.171087,0.766783,,
8.90964,0.133134,0.875711,,
2.11374,0.086022,1.06539,,
2.62718,0.0918641,1.03685,,
1.38194,0.154006,0.812463,,
1.35128,0.108686,0.963826,,
3.97961,0.144073,0.841418,,
6.77612,0.135424,0.868305,,
6.30254,0.189478,0.722442,,
6.11908,0.114274,0.942052,,
1.2474,0.14436,0.840552,,
9.47452,0.138639,0.858115,,
1.36152,0.0954235,1.02034,,
3.23807,0.0846236,1.07251,,
14.7792,0.213948,0.669691,,
18.0836,0.110046,0.958428,,
1.86334,0.105646,0.976146,,
2.55285,0.148131,0.829356,,
0.42745,0.10223,0.990423,,
2.38807,0.240939,0.618093,,
4.09512,0.0947577,1.02339,,
4.58986,0.221573,0.654483,,
3.16883,0.108606,0.964145,,
0.561534,0.0560456,1.25146,,
1.37254,0.0905622,1.04305,,
0.158159,0.0653549,1.18472,,
0.12968,0.0256258,1.59132,,
2.70931,0.0594397,1.22592,,
1.83886,0.125755,0.900474,,
1.37696,0.0203184,1.69211,,
0.623317,0.0396674,1.40157,,
0.435369,0.0934202,1.02956,,
1.28274,0.164312,0.784331,,
0.300423,0.0543895,1.26448,,
0.467183,0.0851354,1.06989,,
1.81255,0.0826564,1.08272,,
1.09123,0.0367322,1.43495,,
11.6033,0.163489,0.786511,,
7.26929,0.180242,0.744144,,
2.68573,0.0799049,1.09743,,
2.36001,0.170779,0.767565,,
1.00952,0.0749413,1.12528,,
2.37397,0.119034,0.924328,,
7.85349,0.184847,0.733188,,
1.3639,0.0858832,1.06609,,
3.86551,0.189788,0.721732,,
3.03292,0.167346,0.776384,,
2.83415,0.145802,0.836236,,
1.18415,0.110295,0.957446,,
6.12682,0.224457,0.648868,,
10.2088,0.154988,0.809701,,
4.74434,0.108387,0.965021,,
1.45849,0.10805,0.966375,,
1.76584,0.163647,0.786092,,
1.27819,0.100339,0.998529,,
0.527685,0.155345,0.808703,,
0.829903,0.0806188,1.09356,,
1.95496,0.138591,0.858265,,
2.12306,0.0855395,1.06783,,
1.3113,0.0688917,1.16183,,
1.80108,0.200972,0.696865,,
0.49924,0.199061,0.701014,,
0.360678,0.0918236,1.03705,,
5.33968,0.102357,0.989881,,
1.15203,0.0930884,1.0311,,
0.679945,0.132576,0.877536,,
1.02766,0.12294,0.910306,,
0.575474,0.0720531,1.14235,,
0.362714,0.194877,0.710239,,
10.1819,0.074804,1.12608,,
0.787583,0.155632,0.8079,,
2.16829,0.173361,0.761049,,
3.50207,0.143109,0.844334,,
0.725819,0.004,2.39794,,
2.46501,0.189714,0.721901,,
6.5059,0.103798,0.98381,,
1.38431,0.134861,0.870114,,
0.804409,0.0925414,1.03366,,
7.28111,0.175864,0.754823,,
4.41661,0.199918,0.699148,,
2.99629,0.0935514,1.02895,,
6.43172,0.0779843,1.10799,,
1.27726,0.141267,0.849961,,
2.37087,0.205059,0.688122,,
1.50548,0.103832,0.983667,,
1.96761,0.101238,0.994658,,
1.16644,0.0960202,1.01764,,
8.18599,0.145023,0.838562,,
9.30224,0.144876,0.839003,,
2.33012,0.0936946,1.02829,,
1.75867,0.193889,0.712448,,
1.26166,0.0878546,1.05624,,
5.04135,0.145362,0.837548,,
1.31985,0.0947777,1.02329,,
5.66253,0.111815,0.9515,,
2.42352,0.061535,1.21088,,
0.956719,0.111768,0.951682,,
1.32976,0.16119,0.792663,,
3.30967,0.135869,0.866879,,
3.9493,0.143371,0.843538,,
2.68039,0.210127,0.677519,,
3.78389,0.0847906,1.07165,,
0.760902,0.0283844,1.54692,,
1.61951,0.0522809,1.28166,,
0.782718,0.127861,0.89326,,
4.07154,0.104174,0.982239,,
2.31337,0.0739838,1.13086,,
1.21412,0.112966,0.947052,,
1.27366,0.0657629,1.18202,,
0.88191,0.150326,0.822967,,
1.52291,0.166039,0.779791,,
2.03401,0.0413267,1.38377,,
1.22298,0.124861,0.903571,,
1.43169,0.127787,0.893514,,
10.2519,0.0697064,1.15673,,
2.77864,0.146542,0.834037,,
9.86133,0.0923384,1.03462,,
4.83523,0.0517607,1.286,,
3.482,0.12986,0.886525,,
1.65433,0.199166,0.700785,,
2.13303,0.0967629,1.01429,,
2.20268,0.0510389,1.2921,,
1.03843,0.115655,0.936834,,
10.7097,0.194783,0.710448,,
5.21648,0.151263,0.820268,,
1.27956,0.212136,0.673386,,
3.71787,0.106171,0.973992,,
1.68223,0.13557,0.867837,,
5.14993,0.0605119,1.21816,,
1.36715,0.225778,0.646319,,
2.88778,0.102784,0.988074,,
5.88536,0.110964,0.954816,,
0.781851,0.113895,0.943496,,
8.50896,0.112268,0.949745,,
0.639148,0.0359453,1.44436,,
5.17099,0.130816,0.883338,,
1.3718,0.00609942,2.21471,,
1.98335,0.113029,0.946812,,
5.54417,0.0857249,1.06689,,
6.99741,0.169119,0.771808,,
6.07625,0.131063,0.882519,,
4.18516,0.136282,0.865561,,
1.86148,0.139663,0.85492,,
1.86354,0.100587,0.997457,,
0.726199,0.0937914,1.02784,,
0.637676,0.074264,1.12922,,
2.2646,0.127201,0.895508,,
6.35161,0.149,0.826815,,
3.4723,0.0965382,1.0153,,
2.18564,0.0668403,1.17496,,
2.33069,0.21194,0.673786,,
0.459968,0.110804,0.955445,,
8.66224,0.12583,0.900214,,
8.20986,0.188945,0.723664,,
0.294125,0.120401,0.919371,,
44.5682,0.170989,0.767033,,
6.89911,0.127242,0.89537,,
4.58874,0.0926668,1.03308,,
0.704423,0.114831,0.939942,,
1.56771,0.0962663,1.01653,,
0.308051,0.119234,0.923602,,
1.1948,0.118283,0.927076,,
2.54025,0.169572,0.770645,,
1.05534,0.119089,0.924128,,
1.2269,0.201488,0.69575,,
3.51717,0.171959,0.764576,,
5.34477,0.135957,0.866598,,
1.54505,0.103218,0.986245,,
5.25484,0.0690396,1.1609,,
0.977403,0.104835,0.979493,,
1.12548,0.111343,0.953336,,
0.64977,0.0706005,1.15119,,
2.18777,0.160408,0.794774,,
4.12449,0.0974286,1.01131,,
8.8724,0.142487,0.846225,,
32.1061,0.144427,0.840352,,
2.8376,0.147533,0.831112,,
0.958916,0.108339,0.965217,,
0.812431,0.106932,0.970891,,
5.96581,0.0980767,1.00843,,
4.58711,0.192554,0.715447,,
1.099,0.0477889,1.32067,,
3.13467,0.0351862,1.45363,,
1.13257,0.022142,1.65478,,
1.04311,0.11992,0.921109,,
2.2494,0.113128,0.946428,,
2.91349,0.0637755,1.19535,,
2.60654,0.17735,0.751169,,
1.37777,0.14797,0.829827,,
0.293155,0.0839725,1.07586,,
6.78529,0.161652,0.791418,,
5.28685,0.14127,0.849951,,
1.52644,0.0606431,1.21722,,
2.36097,0.10723,0.969684,,
0.499826,0.123054,0.909904,,
0.895292,0.103916,0.983319,,
2.67599,0.158158,0.800909,,
0.538275,0.136088,0.86618,,
5.68235,0.124346,0.90537,,
8.62779,0.10194,0.991654,,
4.18206,0.120118,0.920392,,
3.72593,0.199253,0.700595,,
8.37625,0.144874,0.839011,,
2.26222,0.0970994,1.01278,,
0.837857,0.112283,0.949686,,
0.430288,0.029108,1.53599,,
15.5686,0.0935445,1.02898,,
0.962935,0.0770857,1.11303,,
1.8176,0.10412,0.982464,,
1.32442,0.107603,0.968177,,
4.55658,0.13446,0.871406,,
5.61538,0.0736177,1.13302,,
1.05811,0.0656512,1.18276,,
1.56038,0.111043,0.954508,,
0.207314,0.124837,0.903657,,
0.171955,0.114693,0.940462,,
1.78666,0.173675,0.760262,,
0.355658,0.121025,0.917125,,
2.46896,0.144883,0.838983,,
2.2381,0.127711,0.893773,,
1.6974,0.101903,0.991814,,
0.365058,0.140079,0.853626,,
1.24249,0.103498,0.985068,,
3.93477,0.0802847,1.09537,,
1.47851,0.14672,0.833512,,
4.90524,0.156267,0.806132,,
11.2165,0.132036,0.879307,,
5.44895,0.121093,0.916879,,
1.69395,0.0514746,1.28841,,
1.04495,0.268999,0.57025,,
3.63168,0.114004,0.943082,,
8.30826,0.201677,0.695344,,
1.10359,0.170458,0.768382,,
3.87873,0.128674,0.89051,,
4.05644,0.158231,0.800708,,
1.93112,0.0835816,1.07789,,
6.01624,0.200623,0.697619,,
0.463677,0.126212,0.8989,,
0.198224,0.104927,0.979113,,
6.48536,0.154809,0.810205,,
4.84227,0.083755,1.07699,,
1.38461,0.147477,0.831276,,
1.65033,0.15158,0.819358,,
5.60781,0.143747,0.842401,,
2.2979,0.125385,0.901755,,
10.7691,0.132412,0.878074,,
11.0419,0.183045,0.737443,,
0.610213,0.0789523,1.10264,,
5.12218,0.125625,0.900924,,
0.983753,0.110343,0.957256,,
1.28634,0.0751051,1.12433,,
12.6668,0.10893,0.962853,,
6.28518,0.137496,0.86171,,
2.46361,0.0549233,1.26024,,
6.14969,0.167153,0.776886,,
2.99374,0.204528,0.689246,,
0.486715,0.106114,0.974229,,
0.888683,0.0944364,1.02486,,
3.8203,0.100028,0.999878,,
5.86245,0.105849,0.975313,,
1.69657,0.124401,0.905177,,
2.04479,0.133324,0.875091,,
2.4614,0.140765,0.851504,,
0.805691,0.166109,0.779608,,
1.02801,0.108476,0.964665,,
5.29129,0.138255,0.859321,,
0.535767,0.0532256,1.27388,,
1.4974,0.112267,0.949748,,
4.97447,0.132226,0.878683,,
1.84915,0.112918,0.947235,,
1.41131,0.151373,0.819952,,
3.95896,0.179755,0.74532,,
2.78908,0.123546,0.908172,,
11.1287,0.0869885,1.06054,,
2.96398,0.192127,0.716413,,
0.401443,0.0534676,1.27191,,
1.56398,0.115934,0.93579,,
4.07014,0.0957894,1.01868,,
12.4992,0.0890381,1.05042,,
2.29371,0.157368,0.803085,,
12.9322,0.140696,0.85172,,
15.0496,0.138276,0.859254,,
0.306214,0.0520617,1.28348,,
2.58371,0.130482,0.884449,,
1.0484,0.179881,0.745014,,
2.87308,0.137601,0.86138,,
1.41114,0.0602639,1.21994,,
1.362,0.0556993,1.25415,,
1.77997,0.121229,0.916392,,
4.7433,0.0719576,1.14292,,
0.408629,0.0978487,1.00945,,
2.28861,0.115171,0.938658,,
0.337413,0.141552,0.849083,,
8.61058,0.0906384,1.04269,,
2.73139,0.134645,0.870809,,
0.715979,0.0785496,1.10486,,
1.24582,0.123309,0.909006,,
15.9222,0.145273,0.837816,,
0.762921,0.0698155,1.15605,,
0.632227,0.0622233,1.20605,,
7.07301,0.14366,0.842664,,
7.40061,0.233064,0.632525,,
1.51043,0.0991793,1.00358,,
7.28936,0.239536,0.62063,,
5.39237,0.143898,0.841946,,
0.627196,0.117203,0.93106,,
4.11744,0.158902,0.798872,,
1.88364,0.10847,0.964689,,
3.22981,0.0898732,1.04637,,
3.91335,0.0717005,1.14448,,
1.70611,0.18986,0.721565,,
2.72954,0.0972312,1.01219,,
2.48628,0.114141,0.942557,,
0.892402,0.0490935,1.30898,,
1.72018,0.16059,0.794281,,
0.341809,0.101783,0.992323,,
2.2098,0.0906769,1.0425,,
2.41155,0.147229,0.832006,,
3.93443,0.125861,0.900109,,
2.94406,0.128013,0.892745,,
30.6574,0.145256,0.837865,,
1.87573,0.155422,0.808488,,
2.94847,0.125358,0.901849,,
3.09966,0.195617,0.708594,,
0.917158,0.0575991,1.23958,,
3.08843,0.101774,0.992363,,
0.14094,0.140374,0.852713,,
15.165,0.14339,0.843482,,
2.14275,0.131209,0.882035,,
3.96951,0.156916,0.804334,,
7.08662,0.133809,0.873516,,
0.296973,0.0456935,1.34015,,
18.513,0.214012,0.669562,,
1.56948,0.120154,0.920263,,
1.93263,0.120557,0.918809,,
4.35471,0.0597103,1.22395,,
0.994147,0.0173212,1.76142,,
8.6429,0.19194,0.716834,,
0.861376,0.0885631,1.05275,,
7.92837,0.0642575,1.19208,,
2.66592,0.136975,0.863359,,
4.10792,0.130117,0.885667,,
6.56802,0.108798,0.963379,,
8.36734,0.173709,0.760179,,
4.31046,0.161962,0.790588,,
1.19523,0.148236,0.829046,,
5.83722,0.214901,0.667761,,
1.07284,0.119312,0.923316,,
0.549828,0.0895137,1.04811,,
0.576552,0.153664,0.813427,,
0.662741,0.0759157,1.11967,,
2.3868,0.157723,0.802105,,
3.52453,0.217975,0.661593,,
0.13682,0.0857685,1.06667,,
1.41941,0.0982837,1.00752,,
1.02632,0.0891674,1.04979,,
6.195,0.139946,0.85404,,
2.61472,0.125237,0.902268,,
0.512559,0.0656752,1.1826,,
4.23278,0.122838,0.910669,,
14.4559,0.0594577,1.22579,,
0.423042,0.0697059,1.15673,,
11.8796,0.198484,0.702273,,
4.4998,0.109552,0.960378,,
2.65886,0.0935473,1.02897,,
2.04203,0.129293,0.888424,,
1.39352,0.0880183,1.05543,,
3.4311,0.182827,0.737959,,
1.12411,0.013817,1.85959,,
6.12272,0.116422,0.933964,,
6.12844,0.111474,0.952827,,
1.17693,0.106027,0.974583,,
1.78622,0.12082,0.917861,,
1.32478,0.061703,1.20969,,
2.03865,0.113803,0.943845,,
3.00922,0.150518,0.822412,,
2.28106,0.027562,1.55969,,
2.87028,0.0518902,1.28492,,
12.784,0.298,0.525784,,
5.83347,0.0842199,1.07459,,
1.43889,0.103813,0.98375,,
1.41494,0.0388719,1.41036,,
0.602738,0.102188,0.990598,,
5.55987,0.140539,0.852203,,
0.797098,0.0708283,1.14979,,
2.26574,0.15572,0.807656,,
3.28159,0.123395,0.908702,,
0.261613,0.178562,0.748211,,
0.337852,0.0789315,1.10275,,
0.869166,0.122482,0.911928,,
1.43634,0.126082,0.899349,,
0.950444,0.0943857,1.02509,,
0.991791,0.118314,0.926963,,
5.19042,0.131844,0.87994,,
2.5225,0.133984,0.872948,,
2.38005,0.114248,0.942153,,
1.74235,0.0732245,1.13534,,
0.797543,0.158391,0.800269,,
2.10326,0.0658035,1.18175,,
18.5129,0.0654401,1.18416,,
2.75848,0.0693876,1.15872,,
2.36337,0.149585,0.825112,,
1.79581,0.0973383,1.01172,,
1.5903,0.117569,0.929709,,
2.04116,0.120465,0.91914,,
2.19117,0.117609,0.929559,,
0.723991,0.164684,0.783349,,
9.43602,0.169025,0.772049,,
1.47196,0.0710099,1.14868,,
1.15316,0.126135,0.899163,,
9.02787,0.182796,0.738034,,
0.773121,0.0776722,1.10973,,
1.14312,0.135613,0.8677,,
1.36743,0.0427044,1.36953,,
1.36958,0.128277,0.89185,,
2.59261,0.0958673,1.01833,,
0.620557,0.0934059,1.02963,,
0.772815,0.153758,0.813162,,
0.527537,0.0737519,1.13223,,
11.6437,0.176703,0.752757,,
1.3595,0.0986616,1.00585,,
4.49668,0.103815,0.983739,,
0.455882,0.10155,0.993321,,
1.44819,0.15999,0.795907,,
2.77163,0.119712,0.921863,,
5.84063,0.0980562,1.00853,,
0.800011,0.0481761,1.31717,,
3.07733,0.16762,0.775675,,
0.884838,0.118354,0.926817,,
1.75525,0.0641029,1.19312,,
1.74379,0.121634,0.914944,,
0.355736,0.103752,0.984004,,
0.780665,0.122969,0.910203,,
0.772965,0.058153,1.23543,,
2.32286,0.146902,0.832973,,
4.8968,0.233723,0.631299,,
2.46689,0.142114,0.847364,,
1.37014,0.0682279,1.16604,,
1.82637,0.130813,0.88335,,
15.1987,0.110993,0.954703,,
3.65255,0.108523,0.96448,,
17.2372,0.111822,0.951473,,
1.48348,0.129154,0.888892,,
3.28839,0.0908441,1.0417,,
4.31614,0.0635733,1.19673,,
10.4632,0.114095,0.942733,,
0.75944,0.130223,0.885312,,
1.09051,0.0940827,1.02649,,
4.47049,0.0989191,1.00472,,
0.717558,0.0744924,1.12789,,
0.56768,0.0889102,1.05105,,
1.7208,0.193452,0.713426,,
2.20354,0.134747,0.870482,,
1.04638,0.0915296,1.03844,,
14.9625,0.132773,0.876891,,
3.25974,0.0309012,1.51002,,
3.23128,0.128089,0.892489,,
4.74761,0.178063,0.749427,,
4.18961,0.222718,0.652244,,
1.99077,0.105405,0.977137,,
0.258604,0.115878,0.936001,,
1.30351,0.144173,0.841116,,
2.10555,0.100917,0.996036,,
1.75431,0.0984392,1.00683,,
1.57642,0.137386,0.862058,,
2.43659,0.131016,0.882676,,
2.04139,0.119571,0.922375,,
4.24209,0.125086,0.90279,,
2.28887,0.119724,0.92182,,
2.37532,0.104118,0.982472,,
0.429088,0.0699777,1.15504,,
3.90751,0.137158,0.862779,,
1.5861,0.0718312,1.14369,,
1.71437,0.101085,0.995312,,
1.52984,0.173771,0.760022,,
0.86912,0.106248,0.97368,,
1.3743,0.130941,0.882925,,
3.12469,0.128299,0.891777,,
4.52684,0.11986,0.921325,,
1.27715,0.0848942,1.07112,,
0.793012,0.0607289,1.2166,,
0.859082,0.106482,0.972725,,
10.133,0.0931774,1.03069,,
3.93667,0.109086,0.962229,,
7.4433,0.132555,0.877604,,
6.95164,0.163056,0.787662,,
3.78357,0.137027,0.863193,,
1.77653,0.11821,0.927347,,
3.34814,0.147341,0.831678,,
14.534,0.096862,1.01385,,
1.5968,0.0718389,1.14364,,
0.217188,0.0446479,1.3502,,
1.66768,0.181169,0.741916,,
13.0693,0.14082,0.851337,,
0.44262,0.0657725,1.18196,,
0.732526,0.0398766,1.39928,,
0.712851,0.173967,0.759533,,
4.11296,0.0138247,1.85934,,
3.83685,0.128594,0.890781,,
1.08541,0.0514382,1.28871,,
1.24715,0.12596,0.899768,,
5.7502,0.0405036,1.39251,,
0.220821,0.0654335,1.1842,,
3.3289,0.191993,0.716714,,
1.39468,0.137626,0.861299,,
0.382569,0.004,2.39794,,
1.11795,0.15548,0.808326,,
3.5506,0.128794,0.890105,,
6.76181,0.0675253,1.17053,,
1.1329,0.0663702,1.17803,,
0.724053,0.0651093,1.18636,,
2.3518,0.0694122,1.15856,,
3.23494,0.0789705,1.10254,,
1.27447,0.102442,0.989523,,
1.20919,0.113783,0.943923,,
1.37637,0.126944,0.896388,,
4.11245,0.157576,0.802509,,
1.26414,0.132849,0.876641,,
4.39125,0.0848296,1.07145,,
0.507512,0.139326,0.855967,,
0.281287,0.0936105,1.02868,,
3.07678,0.105761,0.975673,,
1.85412,0.115505,0.937398,,
3.36844,0.0658416,1.1815,,
3.87144,0.110859,0.955229,,
1.48392,0.119044,0.924292,,
2.68866,0.145993,0.835668,,
1.64459,0.075838,1.12011,,
2.91369,0.0837941,1.07679,,
3.73558,0.17939,0.746201,,
2.61674,0.114585,0.940872,,
1.14849,0.0986361,1.00596,,
0.675775,0.122631,0.9114,,
1.08306,0.0362293,1.44094,,
1.03496,0.187,0.728159,,
5.89896,0.0547126,1.26191,,
2.08214,0.156185,0.806361,,
6.27398,0.197646,0.704112,,
4.03773,0.0988674,1.00495,,
1.94759,0.0533182,1.27312,,
0.846744,0.065264,1.18533,,
1.55278,0.0287159,1.54188,,
55.7902,0.213435,0.670735,,
1.98225,0.160541,0.794413,,
3.11878,0.131866,0.879866,,
1.73871,0.102766,0.98815,,
3.14358,0.157953,0.801473,,
0.967823,0.119604,0.922254,,
1.88103,0.149061,0.826636,,
0.884899,0.0815755,1.08844,,
3.5279,0.147508,0.831184,,
2.59665,0.0916581,1.03783,,
1.35478,0.0426793,1.36978,,
2.8844,0.157674,0.80224,,
0.961366,0.0891963,1.04965,,
0.583703,0.0974722,1.01112,,
1.94662,0.0449042,1.34771,,
0.963006,0.0659388,1.18086,,
2.52862,0.190556,0.719978,,
3.50125,0.167758,0.775318,,
1.28722,0.0578666,1.23757,,
0.634809,0.0898331,1.04656,,
3.54489,0.122148,0.913113,,
1.23298,0.0384159,1.41549,,
2.00804,0.114793,0.940085,,
1.16338,0.151336,0.820059,,
8.68624,0.15109,0.820764,,
1.72799,0.0932597,1.03031,,
0.857579,0.129518,0.88767,,
1.0198,0.151441,0.819756,,
2.2468,0.136469,0.864966,,
1.36329,0.116144,0.935004,,
2.02897,0.0244829,1.61114,,
0.207218,0.0561256,1.25084,,
0.168423,0.0455347,1.34166,,
4.89217,0.205593,0.686992,,
1.88934,0.113326,0.945671,,
1.40916,0.0463215,1.33422,,
1.86687,0.12299,0.910129,,
1.98129,0.135946,0.866635,,
6.53487,0.119949,0.921005,,
4.12233,0.114936,0.939545,,
2.11302,0.130246,0.885234,,
2.31781,0.0925493,1.03363,,
2.75684,0.131309,0.881707,,
1.91384,0.0388137,1.41102,,
1.03159,0.135778,0.86717,,
0.941181,0.0729531,1.13696,,
3.15887,0.126892,0.896565,,
1.65618,0.0858878,1.06607,,
2.30782,0.0866167,1.0624,,
0.971001,0.0725265,1.1395,,
16.1307,0.118726,0.925454,,
3.13737,0.147762,0.830437,,
9.75398,0.140142,0.853431,,
1.02323,0.137686,0.861111,,
1.82047,0.187498,0.727004,,
14.2268,0.16164,0.791451,,
2.00138,0.111269,0.953628,,
1.5614,0.165081,0.782304,,
0.756903,0.128501,0.891094,,
2.13794,0.13409,0.872604,,
1.53475,0.119999,0.920821,,
0.361552,0.0770495,1.11323,,
5.11853,0.130145,0.885573,,
5.67178,0.0993553,1.00281,,
0.518094,0.0455647,1.34137,,
12.8267,0.159023,0.798541,,
6.14446,0.0657761,1.18193,,
2.2122,0.108366,0.965109,,
2.18648,0.178554,0.74823,,
0.261953,0.0752138,1.1237,,
5.0875,0.115947,0.93574,,
1.70521,0.105858,0.975278,,
2.53982,0.154797,0.810238,,
12.3169,0.120209,0.920062,,
0.845667,0.0745787,1.12739,,
0.374922,0.0559616,1.25211,,
2.00119,0.0416355,1.38054,,
3.61155,0.0596519,1.22438,,
