Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18
8.85428,13.8051,15.817,6.37401,5.99185,9.17914,4.50777,4.42572,3.33369,3.5836,2.84125,3.58224,4.72795,1.86282,3.61109,4.67274,1.38808,3.36829
9.01919,7.41618,4.3044,9.04312,11.3888,7.22177,4.38736,1.33446,2.67429,3.86785,3.56841,4.09155,6.4671,2.69483,2.29075,1.94563,2.0934,1.61568
12.7131,7.05248,4.50284,8.05713,3.72267,12.976,3.53898,3.88336,4.68872,2.69041,2.96849,6.92759,3.50894,2.49615,2.97482,1.75504,4.50406,1.39242
9.90697,8.78235,9.24152,5.49686,5.08623,3.02792,9.38119,2.5424,6.07698,5.77753,6.56825,3.80206,3.36641,1.54808,3.50409,1.7989,2.08358,1.25358
7.59265,6.28821,9.05738,11.2276,9.09592,5.56732,4.90635,5.74374,3.82452,4.43164,2.17149,3.83663,4.75431,3.64636,4.02123,2.64365,2.54346,2.87513
5.656,6.87615,3.75716,2.38917,4.47464,5.06735,2.82854,3.79668,11.2835,4.31727,4.25991,4.12561,2.68512,3.49208,2.44233,1.47189,4.03168,2.25213
4.24288,8.10247,4.48076,9.0724,7.81148,6.72661,5.01121,5.24994,2.40216,3.77067,1.47234,3.29044,3.60001,4.24337,1.93945,4.21017,2.57774,2.69299
11.2329,2.62783,8.8564,8.25111,3.6524,5.32126,7.75793,3.20866,9.54823,3.45779,2.39844,2.27106,2.85639,2.96634,2.25687,2.93349,3.67613,2.37715
8.25971,10.164,9.11688,3.73874,4.32854,6.84918,6.4563,3.71577,2.34218,10.5218,4.45654,3.43911,3.64793,3.36134,2.46298,2.37494,2.17281,1.875
12.624,8.96293,4.74477,3.92678,7.40946,5.11343,5.36744,4.5853,3.85012,3.07898,2.87179,1.85897,3.86251,1.00578,4.07893,2.22228,2.8617,2.72376
4.82684,2.66129,3.28059,11.0965,11.8761,4.4271,12.1048,2.5814,7.08423,4.07186,4.9614,3.07163,5.55677,1.93432,1.6778,1.35669,1.57093,2.84149
9.31884,6.53485,6.5504,4.68131,6.6545,10.1115,4.02642,3.90084,6.05793,3.15612,6.22301,1.76334,4.24949,4.1024,3.07122,2.3564,2.71805,0.271764
13.5306,7.59662,6.04096,14.1882,8.51294,8.45069,5.04284,1.51393,4.59842,3.80489,7.7093,5.40479,3.26386,3.88882,2.49004,2.31798,1.55876,1.43625
11.1387,4.75017,8.63182,6.34164,5.48285,5.80365,10.7306,5.15105,4.5247,4.8312,5.96854,2.85822,1.37877,1.21394,1.8732,1.03735,1.92152,1.86406
9.65506,6.26035,8.15703,8.18815,5.86605,2.79571,3.88478,2.40697,2.97096,7.74777,4.64652,3.69228,2.42454,3.18875,4.69603,1.50043,4.05939,2.12
10.6911,13.8276,6.24766,5.3372,6.55509,4.9884,2.51689,5.11664,5.35176,4.61235,3.6039,3.31166,1.23036,5.76052,2.7746,1.45881,3.01621,1.78615
11.3242,8.8895,5.21525,7.15913,11.6733,27.8634,3.17165,2.78615,2.52122,1.95631,5.16247,2.742,3.22302,5.73363,0.352777,1.79853,2.09304,2.58431
7.94956,19.2293,5.10438,6.40235,6.96546,6.55912,2.85557,4.69141,4.81075,6.3677,4.83498,4.59189,5.32737,3.67482,6.13078,2.12305,1.90215,0.899054
5.99648,7.46571,8.09089,6.6,5.72792,4.7222,4.01799,5.0109,5.34324,4.26578,3.81452,5.57916,3.49384,2.53171,2.90267,2.4176,2.8695,3.16768
10.0566,7.85809,7.23344,9.24245,4.98331,4.08415,4.87877,3.28979,2.62354,6.12331,6.11465,6.13114,2.78661,3.27786,2.55602,1.54947,3.15714,4.23079
9.3105,16.3132,8.88916,5.77419,4.32801,16.9495,6.54099,2.5391,4.67719,4.79825,2.41012,6.70929,2.52133,3.85659,1.75566,1.775,1.20917,3.12787
7.60111,12.9078,6.20146,9.25798,16.0471,9.83917,5.66734,4.88593,6.14941,3.33308,1.754,4.4569,6.15836,4.68729,2.28843,3.57721,1.96735,2.6814
6.57458,3.58395,13.09,7.59843,6.73367,4.98773,10.4761,4.39464,4.6752,1.11839,5.21506,3.0006,2.7286,1.66431,6.39539,2.86237,2.07831,1.6977
8.94111,31.4312,11.1467,2.33935,6.1139,11.3451,8.39708,6.46615,2.03329,3.52476,1.82608,1.57686,1.48768,1.08637,1.36798,2.58747,0.83494,2.85481
14.833,19.5053,16.9354,7.5921,12.5577,5.37005,8.49213,3.86972,3.12557,5.2015,4.07004,5.03081,2.34397,1.46583,2.15327,1.38459,1.20892,1.65797
25.182,7.49479,8.88957,11.9202,6.32194,8.39261,5.94827,4.56129,3.94161,4.21325,2.99445,5.44318,2.44102,2.404,2.39487,2.89154,2.99684,1.36476
9.07864,10.0841,14.1662,9.94283,5.20348,6.12047,2.17082,3.12972,5.78149,4.35185,4.68493,3.9722,2.3141,1.80838,2.27232,2.00689,1.78897,0.852231
9.10194,12.9236,10.8623,8.8991,8.18148,3.12436,5.30358,3.82286,8.88734,4.38392,5.74706,3.94255,2.53955,3.07219,5.73297,1.9854,2.76061,1.28049
4.89795,6.99093,10.8893,7.60651,2.71909,8.73412,2.46816,6.14348,3.53173,8.51327,6.64555,7.51655,2.15882,2.10881,4.2878,1.72879,2.54784,0.999938
6.0909,5.2894,6.2269,8.18062,4.4772,6.88123,6.05599,3.07524,4.32555,6.84165,2.87851,3.10563,3.51064,3.08983,2.36911,1.22951,2.9389,2.73481
7.91023,12.8502,10.6126,5.42709,8.55699,4.77103,3.99358,2.25637,3.62154,2.86717,3.14678,2.37634,4.39941,2.45607,3.04998,1.95613,2.09869,1.2514
7.29626,6.76226,8.87142,6.91409,7.7421,5.43684,8.90279,2.32314,5.45096,4.2317,4.25545,2.95872,1.65352,1.62286,2.37173,3.47555,1.12235,2.5582
8.30056,10.8008,7.09863,2.15249,5.22161,4.33713,5.64397,7.21639,5.39672,2.79226,2.77907,5.6221,1.79973,2.55727,3.57506,1.23218,4.70428,0.631898
19.588,11.592,11.1793,7.41484,1.71883,6.94231,2.78063,2.48297,6.79568,2.56848,1.98488,3.29557,3.76915,2.49719,3.64027,2.47891,0.987453,2.16555
4.39446,12.9969,5.83103,7.76299,7.23731,17.7705,7.12557,3.03632,5.4266,8.51389,3.94316,2.94111,1.55773,1.83203,1.3359,1.41973,2.05132,1.63532
20.1096,7.90434,12.3393,28.6329,6.38148,3.89222,11.4235,6.53068,5.34146,5.12792,4.92603,3.11115,2.39899,1.61099,1.14091,3.75495,4.35952,1.94684
10.1477,6.7781,7.62026,7.8455,9.99646,6.43513,4.79638,5.54832,4.53943,7.54728,3.71376,2.51371,5.30995,3.34861,2.84247,3.32992,1.8295,2.93661
10.5307,7.53981,3.16325,9.20106,5.31881,7.16012,4.28095,2.90395,6.88934,4.47122,2.46544,2.97525,4.16905,2.67517,7.63853,2.06251,3.32668,4.52005
13.3306,15.2146,9.74756,12.9734,6.51911,8.84705,7.06668,6.31706,5.73207,1.49904,3.88415,3.58904,3.769,3.05946,1.66705,1.1679,4.25597,1.5938
12.8397,8.67608,6.07472,4.81085,15.9989,11.5515,4.87433,3.75817,4.47697,3.72306,4.37551,3.84012,2.39716,2.22663,2.03289,2.54581,1.99319,1.87332
16.3082,10.7904,18.0908,7.82256,5.84985,7.47413,7.31984,4.37081,2.77761,3.66852,2.84748,2.25295,2.584,1.39298,1.18274,2.27114,2.00154,2.94414
7.42993,15.3994,10.675,6.00134,11.4181,4.02171,5.19172,4.6808,4.32198,8.18852,3.06267,7.83572,4.47709,3.03027,1.53816,1.57656,1.50801,2.22659
11.3764,6.76398,9.14245,6.82532,3.345,3.98303,5.65981,5.19503,4.98978,4.19776,6.67397,2.09862,3.3714,3.02539,3.07947,1.74428,3.20702,1.51508
3.99792,15.2118,11.4037,7.45503,4.39093,5.30011,6.98381,5.43014,3.1397,3.91757,8.85527,4.33576,3.1183,2.65451,2.30432,7.20567,1.26834,0.766914
14.4298,7.33154,10.0537,9.12665,4.09323,3.17626,6.51018,4.59916,5.95615,4.29969,3.33041,4.15102,1.90737,2.55786,2.02334,2.89494,2.54887,2.9275
13.2472,7.28302,9.62273,13.2327,4.80452,4.83535,6.33747,5.67534,5.5913,3.93455,2.84515,3.38593,1.09207,3.4314,1.68328,1.35924,0.676611,2.75729
11.7259,4.50494,6.38215,5.21225,8.34796,9.0505,9.04903,2.74,5.45024,3.90916,3.59779,3.46175,1.69356,2.90411,2.07438,1.95468,1.72942,0.931553
11.2731,9.81339,9.66527,8.62765,10.5973,5.48367,7.85368,4.39034,3.65448,3.75938,6.32979,3.19903,6.01626,1.4653,3.42823,2.1144,2.88249,0.640348
7.19088,11.5242,10.3683,7.48707,15.2639,4.73541,10.0354,8.97452,8.11685,6.20673,5.22224,3.9747,2.08013,2.53079,1.33058,2.65396,2.33925,3.11147
9.06674,6.31357,5.69551,7.19405,3.16619,9.60878,3.36185,6.08233,5.29789,4.73288,3.91594,1.93288,3.14708,2.71372,4.46762,3.05776,1.5241,1.86079
12.6607,4.43018,13.3598,5.26663,8.43268,10.057,5.01459,3.11905,3.39013,1.7477,3.00271,1.58854,3.33176,5.62369,0.715275,2.73866,0.729007,2.2764
25.2404,5.51876,10.2992,15.4049,3.72814,6.58489,6.00364,4.55212,5.68967,3.4303,4.45055,3.55813,1.65194,1.97958,2.07696,2.951,1.33304,1.09484
5.2648,11.3808,11.6499,7.89529,2.98426,8.14262,4.68525,5.02276,12.8913,11.0796,4.57141,3.54868,3.02668,1.73553,2.64505,3.20804,2.35801,1.62249
9.06367,13.2103,9.01648,11.326,4.33208,4.02829,6.28772,3.79322,3.22206,5.56597,2.02172,1.32612,2.83892,2.69745,2.41573,5.59362,1.33025,2.19574
14.9041,11.3158,12.3085,4.90071,3.91266,5.96114,3.99075,3.89232,7.88161,3.29994,4.83347,2.15346,3.29212,5.30924,2.82117,2.39842,2.15399,3.06919
7.69672,5.78667,7.56546,8.78645,5.13155,5.53747,3.71004,3.6287,1.98319,7.01231,6.29211,3.37547,5.28735,5.8066,3.62652,2.03925,1.46619,1.48113
11.536,16.292,9.27043,12.8154,4.08073,5.42192,4.78871,3.37593,4.04619,4.96776,3.13264,2.73777,2.10121,3.08587,3.38191,1.98502,2.74475,2.05033
10.7596,5.27787,8.42197,3.59122,7.37859,6.57175,2.32438,3.02124,2.63502,4.23114,2.97115,2.60042,3.43094,1.99478,0.952621,2.56982,2.24522,2.72749
7.40348,7.90531,4.78307,7.27648,6.40349,5.22726,6.371,3.60856,7.03745,4.6983,2.36821,4.25251,4.61941,2.96875,1.93508,5.97514,1.23519,1.0761
13.7142,7.74634,8.08315,6.14507,4.03231,5.26435,2.27199,2.765,1.9462,2.72449,3.66921,8.94366,2.56831,3.93648,1.88408,2.63477,1.94123,2.81439
10.3292,2.6197,5.19623,10.9109,2.64343,4.44343,4.29936,5.53358,4.74616,3.88807,4.19633,5.6289,2.48649,2.00078,1.23219,1.58825,1.17739,1.89091
10.3705,10.2511,4.17281,3.75224,9.73283,5.48058,3.9055,3.42228,7.4713,4.82606,4.32206,3.21784,2.7282,0.901468,2.02518,1.99657,2.08292,3.07158
12.2359,20.1795,13.6561,11.9376,2.92661,17.1756,5.08209,4.91178,3.75355,8.93288,5.51865,5.17564,4.15819,2.22335,4.6139,2.49032,2.3576,2.50206
11.5032,8.68314,9.39534,14.5007,4.1012,6.26875,3.59058,2.76409,3.02533,3.57485,3.64121,2.07285,4.66664,2.62343,2.23132,3.68198,2.6827,2.30727
4.82316,13.7065,3.0148,3.25704,5.31156,7.66985,8.32626,5.18058,6.55964,3.23587,3.87167,2.96867,3.67724,2.79381,2.55133,2.5505,2.0077,2.20091
10.0077,8.80885,13.8083,9.35677,14.9847,5.27972,2.93093,4.87491,3.83514,7.87509,6.0365,2.97353,4.3464,3.03845,4.52224,1.947,1.26007,1.31902
15.1618,10.0847,9.4943,5.78637,8.18649,5.69742,4.46903,5.38684,10.2179,6.16311,2.81279,5.77663,2.29615,1.3553,1.83257,2.125,1.7136,2.25009
7.9318,14.8655,5.95973,5.12621,4.67118,3.32547,3.44615,3.68394,5.09455,5.06185,2.4421,3.68029,5.45868,3.28749,5.57907,2.27602,1.89611,2.43258
6.18099,11.888,2.82056,3.24887,4.46286,2.49209,4.58293,3.44207,2.68077,3.73746,2.37622,1.78109,8.22419,3.64552,6.01119,3.30617,2.18578,2.507
20.9298,8.91159,7.87101,7.72759,5.29747,8.10453,4.60105,3.67463,2.79821,2.91599,3.73,3.29384,2.767,2.94544,2.10816,1.92843,2.37197,2.02072
10.6564,10.1911,7.98071,7.41121,8.3527,4.04431,6.91893,12.6407,4.85935,5.53453,5.01215,4.81018,2.72897,6.5809,3.38572,2.75898,0.710536,1.19086
13.2542,14.7441,13.9765,6.0243,4.3003,3.4167,3.56545,3.04572,7.95735,2.96405,3.20346,4.45868,5.21896,2.2741,0.797425,1.31578,1.18196,3.5538
5.04689,7.30511,11.0908,2.14065,5.38795,4.14801,6.89823,6.84117,3.29033,3.51194,4.87755,2.12096,3.23622,1.74095,2.08294,1.15447,1.88894,1.12749
5.21729,6.6875,12.4967,9.88772,9.58133,6.90099,16.4579,4.0409,8.91138,4.71018,7.02184,6.56382,3.97659,2.86851,1.36613,3.81189,2.17476,1.23707
4.81093,15.5206,5.11622,5.36516,6.40988,4.7765,5.44349,7.82349,4.18626,3.35021,3.15183,8.88405,1.75178,4.79623,5.66112,1.78346,2.08992,2.95614
7.36027,8.11954,8.48913,8.00546,9.39224,14.6665,6.91268,5.52615,8.05111,2.67797,4.04406,3.01492,1.28318,2.09299,2.60805,2.0362,1.46729,1.44769
11.8285,5.23769,12.2592,8.81032,15.3908,4.15148,9.14241,8.26489,3.95716,4.59865,3.44583,1.29738,2.87073,3.00543,3.73854,2.23059,2.57089,2.71892
3.32106,11.657,13.5252,4.71815,8.82926,2.93016,5.52982,4.45351,4.75967,3.86681,3.53342,3.62436,4.69759,5.99592,2.45395,2.33074,3.96358,2.12808
13.2811,6.58422,20.8148,13.6229,9.47163,8.75949,5.7135,3.9608,4.21914,3.31763,5.06256,3.13371,2.20147,4.05534,1.31545,2.12687,1.73675,1.50114
5.98141,9.72484,4.23193,4.69608,6.76491,6.60004,4.73799,8.43111,3.35209,4.76866,3.98378,3.6492,4.66089,2.02653,1.81523,1.25634,2.95074,1.7482
5.94113,8.45873,7.24137,6.1631,8.66927,7.95587,5.01857,4.46662,4.38545,4.35813,5.39663,3.58751,3.45855,5.77186,2.93605,1.5108,3.30556,3.71259
8.55548,6.37028,9.70299,6.84528,9.28755,2.68553,7.857,5.35684,5.49823,3.92041,2.96321,3.21323,3.92907,2.5513,5.18713,3.77959,2.04457,0.65974
6.42632,6.95166,6.10427,9.33893,9.849,7.25923,3.61077,2.68555,5.53802,4.71867,4.64179,5.48052,0.840763,4.18982,2.17669,2.93771,1.00513,0.794719
8.14693,5.9413,9.83787,15.009,9.15119,8.78862,2.90563,4.76966,3.72919,2.64039,3.42723,4.82314,1.87326,1.11568,2.2866,2.97832,0.685766,1.04916
5.59587,10.2523,5.97602,9.15456,4.03215,3.57227,6.76133,7.59317,4.53936,3.08086,3.82246,7.50377,1.59828,3.18955,1.36699,2.24932,2.48568,1.24923
10.2624,5.59864,9.2191,12.0839,9.47705,4.91216,5.13334,8.78623,2.39623,11.1874,3.43502,5.42694,5.02794,2.83686,1.70556,2.71113,2.99762,2.15773
6.85905,13.1258,4.8106,9.5267,6.52339,3.92585,2.73286,7.32782,2.80001,4.79097,3.64983,1.52357,7.9948,5.87779,3.50598,2.9209,2.59445,1.05681
6.11096,21.7436,6.81305,8.72325,3.58585,3.88104,9.44918,3.79082,4.66671,8.61411,2.94781,2.14827,4.34025,3.39886,3.55913,1.92776,2.91766,1.56188
5.84959,6.14344,4.91925,6.99164,4.16809,5.4817,5.63915,2.00679,5.03244,1.68824,2.45303,2.56286,2.96994,5.4587,1.43089,2.10317,0.613702,1.68533
9.9331,8.20318,12.3364,10.0539,7.35621,7.05484,6.22019,6.59073,9.30388,6.22023,3.8514,2.13087,3.01123,3.68432,2.56942,1.92612,2.12636,1.54048
7.7573,7.90104,9.51944,7.1387,4.3761,2.11842,2.54512,2.7698,3.77044,6.16727,4.92915,3.58479,3.93013,4.38505,3.7467,2.16517,1.55674,2.04743
10.4143,8.99287,8.94491,9.16868,6.58838,10.3546,8.73162,4.56048,4.30587,6.20732,2.84212,2.39257,5.08349,1.67729,1.16437,2.16713,2.63146,0.87718
9.63124,10.3539,11.4063,2.55437,4.29974,6.73294,4.70354,6.02355,8.32657,2.60126,3.05494,2.64338,2.73549,2.34277,1.203,1.23072,1.59273,1.1672
3.75509,11.1777,8.17807,8.18881,7.9691,3.74223,4.46346,3.97192,3.07087,3.60414,5.90219,2.78244,3.57249,2.75583,1.79338,5.04354,5.22662,3.70045
18.6821,18.222,3.3035,6.33934,7.05753,8.12603,3.25063,10.0085,5.87027,3.35684,2.50128,2.90688,4.599,4.15785,1.55357,1.02055,3.8656,1.81673
23.9249,4.19337,10.0241,4.28663,7.6847,9.09812,4.82617,2.10466,5.17164,2.03949,4.06011,5.93687,1.65146,3.67483,2.76773,1.70163,2.55733,1.87075
4.37306,4.24791,4.5609,5.6501,3.74374,9.26475,5.53473,2.29832,4.37251,3.68828,3.38731,1.47798,1.78348,4.59444,3.26983,1.96191,2.61422,2.38987
6.2172,3.74807,4.98438,10.5437,5.58807,3.95746,4.36396,5.75244,4.21462,2.60946,4.1922,1.72101,3.51216,2.94084,4.20944,2.00564,3.88819,2.25018
9.04742,4.20133,17.4615,5.95091,12.5425,4.96922,4.45956,3.77057,8.51314,6.04027,2.4885,3.1267,2.91322,2.22702,1.98038,1.8206,4.2021,2.62996
8.5599,12.8933,14.4407,8.47352,5.04632,5.10047,8.63452,4.97347,5.17672,5.50541,1.77574,2.39107,3.05751,3.36559,2.92351,2.62733,2.10037,2.4017
7.86627,8.9153,14.0142,5.00386,7.27452,4.12135,5.58593,4.18106,4.33698,1.54689,4.73672,7.11434,3.0728,2.75052,2.11677,1.34321,3.00172,2.42111
8.18155,12.5692,6.79335,8.84618,5.07444,3.2363,6.71281,6.78399,4.31029,2.5235,1.57659,5.29806,4.48716,3.96884,3.16364,2.93291,2.08161,4.1133
8.72627,7.70162,13.5973,7.09692,5.95955,5.33248,8.48127,3.97413,5.9908,2.33973,6.52998,2.96628,2.32883,3.90177,2.56536,1.45317,2.15072,2.42977
10.4555,11.6684,7.71898,5.54023,8.15444,13.194,5.78861,4.48787,4.48667,2.2339,5.52833,2.77345,2.50846,2.37295,1.00513,2.0444,1.557,1.64273
12.1691,9.59994,7.79322,12.5062,10.046,3.57151,6.30813,5.41865,5.25359,2.15411,4.01666,3.09826,3.49546,1.64045,1.10041,2.96376,2.51491,1.47238
9.39536,9.16996,11.426,8.69457,7.33023,4.45001,8.90982,5.18524,2.99375,4.25259,2.56549,3.12884,1.20521,0.877375,2.12605,2.87815,1.99636,2.06748
8.46272,16.7785,4.74195,8.14234,4.41502,3.02657,4.33036,3.28692,2.70401,1.64419,6.33372,3.69975,2.39191,4.08244,2.8007,2.14351,1.54926,2.21659
11.5094,10.4119,5.79278,5.11877,5.5084,10.5323,9.25278,4.99996,4.73298,4.0389,2.53852,3.1152,1.57852,2.02449,1.0168,1.98098,0.893696,1.2946
8.36957,10.9949,5.17715,7.06974,4.404,2.67406,2.54351,7.57189,1.77082,4.85057,4.63667,3.26997,1.89073,1.86071,2.79211,2.77259,1.31368,1.23569
20.3296,9.01504,1.81578,3.72626,7.5399,5.24575,5.39073,3.16611,4.60036,2.35552,8.33219,4.6488,3.81644,2.31922,3.06405,1.19619,2.2458,1.81207
4.96576,12.9582,6.67944,2.12344,3.22421,3.43686,2.44792,8.07944,4.94623,4.60211,2.95032,3.20952,1.887,2.40408,3.23834,1.84035,2.19139,1.76165
19.5048,5.02899,7.67979,9.92714,2.87914,8.53668,7.21375,2.42046,2.40931,1.39696,4.05861,2.40769,2.86339,4.22713,3.52116,3.62938,2.48227,3.08701
3.7773,5.8592,14.2326,7.48363,3.74999,4.05366,6.50669,3.73357,3.47726,3.73345,3.24088,2.40156,1.92976,4.01082,1.47752,2.76351,1.08634,3.37469
7.67228,9.3069,8.40239,9.05064,5.67415,3.85306,15.5127,9.56931,4.61543,3.02803,5.22525,3.13713,3.6689,3.99182,2.45852,1.22556,1.11544,1.00214
7.71668,7.43922,5.45161,3.83653,8.52927,5.39091,7.95557,3.98179,2.09266,2.09699,5.12966,3.17414,4.63484,2.20888,1.74816,2.16762,1.85004,3.68157
7.96781,12.1298,16.7748,9.45144,4.78503,5.32508,6.83,7.69312,2.43604,4.69332,6.70694,3.56189,2.79518,2.3906,1.92179,4.01818,1.99274,2.17945
4.86952,10.998,3.87784,8.83365,5.05468,6.64633,4.4364,5.19795,2.86826,1.38529,4.19952,3.64922,3.71016,4.25715,1.90341,4.34068,2.23572,1.60789
9.87823,4.95955,12.5313,6.73336,7.57392,4.69072,5.84709,3.53985,7.3621,2.18476,6.3574,3.66942,2.0123,1.16025,3.06242,5.43176,2.2807,1.86046
20.5963,9.22356,3.5023,7.99437,5.2428,7.28861,4.55519,1.66531,7.14549,2.67201,5.94788,1.67912,2.27674,2.18425,1.65607,3.71753,2.58611,2.10152
4.9775,11.4952,7.79104,8.42683,11.0581,4.5159,3.86416,5.72287,4.90692,7.54196,2.89217,2.84535,4.30546,3.03957,3.21077,2.35443,2.1326,2.10514
5.77337,4.83353,4.81458,8.62384,13.9391,7.25066,9.17842,4.90401,3.05965,2.39993,3.45193,2.01296,3.03737,1.59713,2.01742,3.02708,1.63904,3.08408
9.95455,13.5983,11.1237,11.0583,12.2593,5.1734,6.54914,2.75183,3.5749,6.60621,4.97682,5.21718,2.70531,1.97671,2.54192,2.07844,1.39471,3.65632
10.3936,6.56143,9.11098,7.41925,10.481,2.85605,6.55592,2.8278,4.59259,2.595,4.30102,5.16535,1.07207,2.00921,2.46674,1.8328,2.59067,1.2015
8.88927,15.8126,6.49063,6.52845,3.5733,8.56008,3.07356,5.05292,5.97047,2.7417,3.82041,2.49828,1.54362,3.8568,1.71298,4.75582,3.22866,1.41871
9.26552,5.75318,10.6348,9.79782,4.34872,2.92979,5.34818,2.88823,11.5066,3.46662,3.34188,2.57871,4.28478,2.29414,3.80711,5.0787,1.80624,1.26074
7.71952,15.1291,7.78301,4.00019,7.5626,7.46941,5.24493,2.24058,5.01529,2.86922,1.59706,4.53843,1.97471,3.02645,2.25086,2.03635,2.03557,1.65262
11.1249,5.9473,8.2937,11.1319,9.23902,1.71202,3.77119,3.9874,1.99854,1.69678,5.11066,2.36327,2.81597,3.21442,1.65472,4.39593,0.959723,2.44562
19.9656,9.4979,12.4644,4.3619,6.19617,4.18974,3.71696,4.21263,2.89969,2.24654,1.86856,1.91701,5.06222,3.93734,3.37748,2.88022,0.866104,1.89106
10.5235,6.12881,6.31556,7.48703,8.77291,2.46107,2.54708,3.87181,7.70596,3.18619,3.04007,7.97784,3.62356,2.21625,2.66639,2.40144,1.28694,1.12202
5.35501,4.92367,5.58833,4.29474,5.46932,4.50722,11.0956,4.67345,6.4947,5.79056,4.98801,3.09568,3.85577,7.00167,2.35475,1.23274,0.988938,2.94298
10.7155,15.6875,8.01615,9.00607,4.26045,6.35383,2.58636,2.86618,3.09809,3.6698,2.54731,4.62798,3.68965,3.93372,4.9449,2.74902,2.03449,1.1924
10.9867,15.2431,16.7191,11.7953,4.19269,3.10259,5.21193,2.92312,7.53884,2.6015,4.17906,3.02364,1.23098,3.66478,2.96025,3.82331,1.59397,1.77632
19.175,4.99752,12.5919,7.18721,5.61912,5.84849,10.7882,5.5984,5.96666,4.03522,2.38846,6.99688,3.18546,4.13811,2.00054,1.71827,2.53889,2.87208
8.36577,9.15184,13.8997,11.634,4.46386,8.92966,2.83386,4.68081,5.88964,6.27373,1.7707,2.74586,4.7022,2.31784,2.82941,2.54052,1.31677,3.04694
10.2802,8.56599,7.03471,7.25177,3.60103,7.50968,9.75928,2.78821,5.5098,2.90317,1.51594,3.73178,1.6643,1.26646,1.92824,1.66032,4.32934,2.6939
16.0176,8.54289,10.1208,9.64578,4.55363,8.66826,3.83166,7.62844,1.39904,8.26107,5.78756,3.56214,2.18221,3.67637,1.5554,1.6809,0.995336,2.056
4.80836,6.25797,8.73479,8.39069,6.80598,8.07404,2.37733,3.81997,10.749,6.67778,4.37251,2.85126,2.80458,2.87422,2.72467,2.74999,2.07847,1.41744
16.1509,3.62229,11.0135,7.83318,2.83823,7.82575,6.03687,4.18548,9.3288,2.83764,2.08022,3.85768,6.04971,2.03603,4.29441,1.16708,2.08631,1.58411
14.1482,6.56508,7.46965,9.41512,5.8471,6.60315,2.8409,2.83836,3.4062,4.7282,2.9491,2.49634,2.7996,3.94936,2.59236,1.6947,3.54114,3.99849
9.55389,7.35491,7.18597,4.26673,5.87423,4.92229,6.74582,2.73019,5.1719,4.31809,1.49941,3.92945,1.66948,2.17765,3.19441,6.55672,1.9795,1.2028
7.73652,4.52348,3.74938,2.60065,5.95338,8.55415,4.10985,5.99172,7.13846,5.25629,5.31544,3.82486,3.31752,4.16174,2.23223,1.13608,0.906276,1.41607
7.63253,7.31083,15.2951,5.93447,6.42445,1.93962,9.44439,3.71258,2.22881,4.04862,3.41263,1.84351,2.58612,2.24886,5.23756,1.57763,2.11769,1.87271
8.84128,9.11682,7.33171,5.66217,4.45674,4.64474,4.91802,6.47446,3.34295,1.78956,2.05276,0.871071,4.51163,5.74566,1.46295,0.916182,2.56411,0.258591
10.3117,6.26847,7.45381,13.5774,5.5083,10.2539,4.64471,5.45976,1.95821,8.9248,3.62071,3.10454,4.16157,2.39202,2.0322,2.21303,1.43715,1.90584
8.16411,13.6063,2.72569,5.72579,4.11521,5.62957,7.6683,9.53671,6.12226,2.46123,2.81439,3.99029,2.19042,2.74167,4.0797,5.03582,1.62404,1.007
9.8549,13.0107,11.362,5.06188,6.6263,6.19256,4.12258,3.06765,4.68551,3.94758,1.62204,2.84681,2.28967,3.44028,2.77297,1.58938,2.11342,0.68225
11.1052,6.55746,5.06462,19.5128,5.35625,9.78868,2.23921,3.95005,7.74709,3.05801,3.33714,1.93992,1.9817,3.58791,2.59571,2.33863,1.68399,1.59626
9.66916,9.97001,9.09997,4.5684,9.66339,10.8233,8.84728,9.90796,3.85661,4.72286,1.40021,2.51736,3.15928,3.63399,1.57126,5.51476,5.61167,0.637508
14.1184,10.8988,5.58216,12.0802,4.97179,10.0893,8.26602,6.40621,8.72397,3.01558,2.17584,8.15747,3.19939,3.59058,1.21149,1.79788,3.04962,2.71275
9.18845,4.82865,4.24496,8.6647,9.14119,3.69044,4.46729,11.9418,2.11438,3.25886,3.1297,11.4848,3.14498,4.52774,2.55473,3.07813,0.808947,0.824571
10.2742,5.40541,5.64776,12.5404,9.47659,9.27392,7.33185,3.8887,5.62148,4.03036,2.77887,3.55344,5.71996,2.38007,1.82158,1.46369,0.924937,3.01879
3.55041,7.47588,4.49275,5.27782,4.59065,9.15368,6.79786,3.57969,7.86745,7.44426,1.91842,4.11417,1.96404,3.91308,2.34518,1.24522,2.39273,2.17684
12.0102,3.74908,12.2357,7.84702,6.31311,5.85168,5.61563,5.92724,5.10187,3.94794,3.50337,3.84314,4.53786,1.93718,1.95311,1.03401,3.03961,2.35165
7.76131,3.89614,6.06187,8.56631,5.17181,15.9448,8.65423,4.29375,3.27298,6.39695,4.57788,4.19183,5.6375,3.31371,3.09573,1.98509,2.92362,1.16173
8.23875,4.40294,7.66064,8.18625,8.87013,7.54959,6.56473,4.56005,4.26175,5.40885,4.0037,2.57388,1.79071,2.29068,3.49142,1.77999,1.70798,2.22427
