X1,T1,E1,X2,T2,E2,X3,T3,E3,X4,T4,E4,X5,T5,E5,X6,T6,E6,X7,T7,E7,X8,T8,E8
18.6938,0.44256,8.07248,17.242,17.258,35.0492,40.0302,0.132119,65.7552,41.2833,0.502534,89.7416,40.5401,0.749395,111.145,36.0863,38.7142,135.039,41.2486,2.67708,154.002,40.3407,4.01037,180.324
16.2386,0.219116,5,17.5978,8.33665,34.8768,16.9603,34.1255,55.2263,38.195,0.195645,90.0705,36.997,0.612503,102.344,34.4779,55.3253,137.858,38.467,27.3027,169.352,44.5816,3.06962,195.458
16.0085,0.106591,5,22.6482,4.66859,41.2648,28.425,8.41358,65.9914,39.6227,0.765303,86.8605,33.0838,0.171936,103.629,38.3357,31.8194,137.026,39.005,62.8794,160.529,42.3559,2.91991,195.378
19.1774,3.03397,5.74765,18.8961,18.735,47.0848,32.7661,0.305461,69.7884,27.2656,7.34247,90.7303,34.6366,1.09392,102.288,42.6065,1.64151,138.467,47.6324,0.252455,169.464,40.0556,25.3785,191.754
19.9697,77.3184,9.15222,21.4461,0.505702,46.8608,39.23,0.945037,72.2579,32.5399,0.482418,81.7974,30.711,32.4736,107.988,39.5717,2.27803,124.903,42.3484,3.14656,167.335,42.6435,11.1143,186.64
17.9373,0.124205,17.5319,23.3735,7.59071,44.4114,21.5559,3.48137,55.5181,24.3214,5.50621,74.0273,31.0442,15.9113,98.2906,30.1015,60.8044,128.184,43.8042,4.97216,168.544,40.8296,17.8117,177.68
16.2068,39.0598,5,16.8917,0.422285,31.5798,22.6449,1.6252,52.4938,34.1975,0.220959,86.2471,32.2356,0.375832,99.7788,39.7615,7.74889,138.385,46.6945,2.28301,166.058,41.366,32.7488,192.439
17.8188,30.6322,17.7926,27.5205,6.77189,38.9576,33.7834,0.109447,60.4867,17.9544,0.899703,78.3691,32.5274,0.471559,106.308,36.679,0.266633,143.133,38.2986,2.93381,165.588,39.801,67.3625,197.026
21.2667,30.3331,6.78985,25.5662,15.8231,37.6008,24.441,1.79353,70.426,34.1727,0.656076,94.2461,33.5311,0.402533,110.74,34.0317,33.2042,142.018,40.5587,2.631,166.632,39.8667,8.43427,186.279
17.036,0.3526,23.5567,18.9533,0.788245,48.6216,26.6929,3.21358,72.204,35.4879,0.268861,80.297,33.8794,8.43294,97.3347,44.3679,1.63018,142.791,47.5477,0.235252,155.375,35.9591,70.5782,183.754
20.9431,0.112232,5,22.1193,38.3055,50.4847,24.5753,0.150557,66.1474,36.7483,0.24878,88.5707,31.1009,10.0264,102.231,35.4218,17.1661,126.312,42.861,2.11555,160.351,44.4962,58.235,229.309
25.8511,0.703332,23.499,28.095,0.128518,46.0216,24.936,2.10756,62.5139,27.1322,7.40964,80.9438,27.9526,2.63458,103.202,40.4956,0.435754,127.832,45.0156,0.15172,158.96,44.3377,5.15938,191.629
33.213,0.107756,26.879,17.4572,67.7584,42.5672,21.0078,0.637064,52.2961,24.5618,58.1374,85.479,29.2913,73.9662,106.724,44.8549,0.277536,127.521,40.7871,4.11129,169.428,42.3157,0.561984,188.04
21.7924,53.683,7.52036,17.7625,1.10316,30.767,22.9282,0.663842,60.9781,40.5647,0.112723,79.291,40.0491,0.178864,113.867,27.6401,38.247,129.938,39.7,6.95882,172.601,47.3766,64.1605,227.432
18.7829,2.73408,5,25.2975,0.317341,44.4299,32.5349,0.121476,61.7423,28.3538,25.0322,87.3862,30.5768,46.6521,117.303,39.5904,0.78472,137.22,42.3597,1.3662,166.364,47.7531,13.8243,208.171
21.859,51.1942,27.3796,20.4779,0.407062,37.7853,21.1924,62.5535,72.8328,32.6363,4.02554,90.7976,36.5148,2.31678,108.693,44.1784,2.58793,123.183,36.6195,7.13851,153.603,45.5961,44.2656,249.14
18.4536,0.624862,25.6562,27.7226,4.70358,41.9591,34.0554,1.22939,53.3876,28.1572,3.41045,91.4403,29.9872,0.441894,99.7532,44.0888,0.116382,118.559,45.7424,0.42428,172.401,42.5502,11.0725,199.546
18.4238,14.4969,8.93355,21.3904,6.37234,42.4374,30.3366,0.63238,63.2331,37.6919,13.5383,86.273,32.9904,10.846,110.914,43.4012,0.440214,126.927,43.9691,0.211693,145.334,39.727,41.4392,185.154
22.1224,0.441081,25.3353,21.0162,0.573152,36.4708,25.1363,1.25242,60.7249,22.8769,17.6956,76.2803,32.1961,3.59181,98.96,40.4689,1.10691,127.261,45.1022,3.14417,154.702,43.7414,3.7538,182.928
22.9518,33.3048,24.3379,25.2072,0.79908,41.7874,36.4205,0.207873,61.6751,37.1043,0.208031,94.7855,29.88,1.94567,108.379,40.1039,0.441289,118.392,44.3854,1.58177,154.114,46.604,0.460002,187.894
19.4414,28.3401,21.6295,25.455,5.9599,43.0038,28.5517,9.18409,59.1223,39.5541,0.642462,76.2118,34.5945,0.21282,109.424,35.7718,37.0631,117.473,44.9557,0.797379,151.786,39.6959,37.9365,195.341
20.1748,5.68031,19.9606,22.1419,0.507796,34.8227,26.9115,0.299504,53.8056,26.2086,21.9964,75.4312,35.8228,8.14436,102.851,46.9152,0.153635,142.217,45.5449,3.16024,170.386,34.6839,44.0908,186.995
20.0843,0.104817,23.9137,25.2212,0.202043,32.7016,33.7644,1.83851,64.9183,32.4437,1.87417,79.6862,30.1769,2.98071,100.098,35.4624,9.81884,141.794,47.9577,0.409629,151.892,45.7153,6.97896,222.589
22.2919,1.48549,19.2256,16.0851,0.347462,44.2462,25.3309,0.353887,53.5146,33.8362,3.30831,86.5311,27.0387,13.7096,102.523,34.7492,11.8679,124.564,43.5807,1.34504,173.003,44.3615,78.9763,208.527
21.7285,6.41628,25.5516,30.9402,1.56778,40.1859,35.2218,0.21715,57.6968,27.5332,69.7253,82.0663,26.9518,1.21901,108.264,45.8124,2.19501,141.041,35.9764,14.923,146.082,41.1374,11.651,202.304
17.4416,21.0588,14.5167,30.3543,0.307544,39.2759,16.8125,0.117643,53.7896,29.7645,35.0675,88.6149,30.1387,0.368107,101.972,32.0528,30.552,120.712,43.8328,0.297288,153.933,38.3471,59.9736,195.158
20.0153,0.362595,5,20.319,0.583677,39.5229,38.5243,0.242147,71.3581,28.9344,2.9077,83.0605,40.1269,0.111305,100.419,39.8561,0.741195,128.841,46.0982,0.283063,164.116,40.3362,70.7,215.345
20.9964,0.398544,28.8045,17.6236,64.8078,33.3061,29.7193,2.1888,65.8199,29.9469,1.57771,77.4222,33.1102,15.353,101.24,36.5943,54.5384,130.523,43.0012,3.98392,146.94,46.8101,66.1674,262.525
25.4543,2.68056,19.5997,21.4805,2.79786,48.5431,16.4823,17.1726,54.4223,32.3273,3.50482,89.5375,39.322,0.153452,117.187,38.2504,48.5587,139.903,38.4926,7.94558,161.328,43.8863,12.615,220.695
20.6056,5.26365,5,17.4161,0.211936,33.2064,28.2961,0.399457,65.2961,30.5762,10.9682,74.5041,34.5021,0.352801,106.402,42.1163,0.155959,139.8,40.3776,11.554,170.093,40.6679,77.93,202.436
18.2455,0.352529,15.0333,20.685,1.95713,37.6395,26.9444,4.08075,70.7182,31.1494,0.587794,87.4409,33.3761,2.08108,99.5411,40.8993,0.102359,121.927,44.1543,0.678154,147.503,43.8086,5.09707,185.067
20.304,0.600389,23.803,27.0801,0.235495,30.0459,26.4182,4.19386,64.0602,24.3062,39.2182,81.3274,32.9998,0.86723,109.698,27.6428,22.3118,121.558,35.969,16.6632,153.122,34.668,5.53337,181.36
19.6014,16.0561,6.92331,25.0217,4.3789,29.4452,34.8729,0.514864,63.9522,36.5972,0.226538,88.3674,34.7448,7.05324,115.011,39.6779,0.334887,136.246,38.1342,11.3768,144.968,46.5354,2.96496,214.773
20.003,6.87449,27.2653,16.5683,1.1935,37.8836,22.6106,77.9315,68.3131,31.9486,18.3289,84.544,38.6055,0.2131,114.781,27.3218,13.4341,131.068,44.4244,0.23348,148.439,42.3566,66.2387,218.601
16.6824,39.5479,26.6587,22.4725,33.6638,41.3543,21.3722,0.643549,54.5744,23.103,8.59608,81.362,32.9566,0.244754,105.452,42.9101,0.326189,143.438,46.8838,1.55932,158.356,42.2986,10.4136,185.229
22.2539,0.574029,22.9543,19.4335,0.24469,44.6449,26.1193,0.298283,51.8074,30.3921,1.29129,76.1966,36.1682,1.53805,95.5095,35.4698,1.68491,118.318,37.2866,59.3297,175.696,45.3607,2.45468,201.579
16.9842,7.87248,26.5204,16.3833,0.83237,39.4105,31.2946,2.90565,69.0653,30.3225,27.4596,90.2262,34.6647,0.696664,110.485,42.8852,13.4137,130.733,36.3764,16.0203,152.801,47.3206,3.95185,190.317
18.4126,0.616065,20.0457,18.7706,6.37505,36.5593,23.9381,13.4496,64.7354,29.9698,0.124225,89.8256,32.2775,0.796101,112.37,41.7738,0.11771,136.765,46.5062,0.581641,164.751,47.1359,3.52063,197.114
20.8304,0.678107,25.6611,20.1348,3.03737,30.5728,16.3669,20.1485,52.9079,30.1219,38.9052,83.8052,39.9467,2.97866,116.63,39.8519,1.6204,134.859,42.5347,3.97381,149.954,40.5399,38.916,222.086
19.2065,0.911317,7.19584,19.4985,0.663832,32.6484,26.7333,9.14421,72.237,32.3999,0.100118,79.3904,37.3441,0.347972,106.587,31.8315,15.3557,122.011,34.4036,5.40018,148.902,47.643,0.531963,178.816
18.7211,8.98229,5.2537,26.6067,0.776339,32.5723,30.7346,12.6554,70.1394,30.478,0.208545,74.3276,31.5631,2.33366,101.733,38.2591,1.30102,140.197,46.3604,2.99441,173.561,45.5267,1.30161,184.909
21.9682,4.36046,28.6482,21.5315,3.54323,41.329,19.9761,0.106264,54.4838,27.3953,13.5925,87.9265,36.9558,0.243682,115.084,44.1034,0.309829,125.58,44.6217,3.4601,165.935,46.48,33.3699,187.813
16.4986,0.109132,10.2301,21.3699,0.200622,45.5055,32.5894,11.0153,60.1276,31.6999,0.753305,94.3545,32.2764,36.3467,109.339,37.6128,0.196049,119.576,31.2616,47.4765,148.362,44.9425,46.2316,239.626
18.6827,0.899091,20.001,22.0851,22.1215,42.6786,35.3803,0.483951,53.55,25.1866,0.832815,91.3818,35.0083,3.73072,101.058,40.0532,0.1389,135.677,46.0947,1.11941,175.176,46.084,20.5026,234.276
24.0461,0.223173,5,25.7998,12.4434,38.8144,22.3406,35.4799,60.9851,24.3622,27.1698,81.8951,34.3116,5.46042,105.197,36.5099,4.35553,137.35,35.1209,62.0499,158.272,47.928,5.8036,212.448
24.7373,62.7598,28.8048,27.4663,0.243699,50.2658,30.0841,0.299751,64.4797,32.7764,0.570027,75.5791,31.948,0.834124,102.133,36.566,7.31715,134.477,45.1896,0.228862,161.075,47.0589,0.446705,180.831
18.5732,8.8906,28.8231,20.6133,0.149021,32.207,36.2282,0.118481,60.3206,27.0542,0.175299,87.7371,32.5553,0.619958,109.075,30.9191,23.6451,124.643,47.4318,0.159566,169.568,40.7307,15.2205,208.056
16.2248,21.2957,9.60745,17.1194,16.2028,49.2336,23.979,0.256864,59.9538,36.9484,0.211874,86.7421,35.0688,11.4096,101.935,46.6356,0.128585,123.118,44.4816,0.403743,169.257,39.5723,13.7132,193.224
17.8466,1.03814,5.69882,27.7717,4.61176,48.5309,31.2783,0.633902,65.2492,35.9751,0.895505,86.3524,24.178,34.1173,104.858,37.9633,34.7039,133.516,44.5414,2.9883,173.662,45.3102,24.2093,247.636
19.3112,13.0633,5,16.7285,74.2549,29.8867,24.1929,1.98313,61.8026,34.3729,3.88829,77.3388,30.9137,4.17401,114.577,47.5807,0.179573,142.272,32.6898,19.6089,154.377,39.1711,1.37154,180.615
21.114,5.14239,5,18.3904,3.20332,36.2509,33.9905,0.300587,69.6776,34.8056,0.841649,90.6832,27.8634,3.81067,102.811,36.2828,18.1587,123.21,46.0529,0.645905,163.575,41.119,29.6249,196.53
20.5434,0.180631,13.619,21.3819,2.68221,42.6107,27.4371,0.577368,62.7641,36.0549,6.17302,89.965,33.781,0.8335,111.236,40.3153,2.33786,132.378,39.0396,3.71418,150.963,43.6271,21.6084,201.834
19.1668,3.12458,25.1979,20.329,62.1766,45.9564,18.5377,1.15928,69.8192,28.7167,15.4827,86.7755,32.3594,3.97032,116.589,32.8537,18.4217,126.074,38.8717,8.46805,175.53,43.5867,18.4397,196.23
21.837,1.79922,5,25.9032,0.432313,38.0592,22.0066,4.43666,52.0878,25.4079,32.2239,93.0959,41.9077,1.56103,106.628,32.4182,64.5887,126.357,45.7358,0.528232,155.145,46.6898,28.1366,258.317
20.8379,1.84942,29.177,26.0908,0.936528,31.3428,28.4168,2.21778,61.6173,31.684,12.508,91.4567,39.3707,0.182548,100.758,33.6444,0.584116,118.208,40.6089,3.26065,165.578,44.4253,31.7761,217.965
25.5828,0.919097,16.7745,22.2097,0.101411,36.5521,24.0589,0.335583,58.707,31.3736,9.48193,76.5157,30.5517,4.72432,103.635,33.4213,29.8504,128.439,42.1408,38.3857,162.283,35.8231,4.29834,187.877
16.2349,6.30424,5,19.6682,1.08726,49.2806,26.3832,3.49095,59.0695,34.1545,0.167389,90.7297,45.0702,0.162165,100.782,41.5907,0.150204,124.158,43.0387,3.96875,166.245,45.7036,2.98665,179.365
22.3784,0.382538,18.0346,21.6617,0.730472,49.2625,26.8607,34.7622,51.7636,21.4999,32.047,73.7417,26.5352,64.5863,104.906,37.1101,1.79278,121.595,35.5818,76.0023,176.454,43.1498,2.07627,231.652
16.5695,9.69768,5,21.9856,1.30822,42.4838,26.1446,0.179543,56.0801,20.2412,4.42656,93.0827,36.4579,0.110068,109.099,33.595,69.6376,125.806,47.4388,0.500824,171.929,47.2997,0.842895,188.401
22.7958,3.8849,7.19292,19.6338,2.05941,37.7298,23.7829,0.194186,56.5346,26.9096,1.43433,93.7253,36.2199,3.76486,112.881,44.4461,0.303775,119.976,41.66,4.98943,167.562,39.5274,24.6835,193.345
19.3301,1.30899,9.07043,19.94,5.96675,34.0714,27.3646,20.1889,65.1027,22.1771,6.09429,86.4108,37.4929,0.222893,95.5234,45.0881,0.123659,136.537,44.0365,6.19004,171.514,43.7134,71.8119,235.223
19.7794,0.471805,23.2795,21.3181,1.04493,49.2281,18.833,1.53675,59.4576,34.0447,0.192422,86.6656,35.1517,1.55121,111.552,40.2571,2.54708,140.99,41.4014,3.12376,154.37,45.6341,1.91104,201.591
21.1244,1.62981,5,22.03,5.55851,36.2615,27.9721,0.324409,64.7976,23.392,6.51437,75.397,38.2785,0.126771,101.24,47.162,0.524966,126.288,40.6683,4.17659,165.686,44.8668,22.2479,240.126
16.7601,13.887,5,17.7177,0.120016,34.5213,28.6302,0.665889,61.2512,22.9825,39.687,90.1152,31.3692,25.0085,106.348,42.6872,2.27081,143.598,30.9257,49.1287,163.242,44.6036,16.1502,200.26
17.6381,4.38869,11.0642,24.2576,2.50065,50.2357,35.2123,0.349347,72.1832,43.3604,0.759574,91.9733,37.4473,0.665945,105.101,42.6298,0.680052,144.692,43.3046,3.45198,168.48,40.8509,63.8865,206.358
16.9464,10.9928,28.1326,26.987,30.2457,42.5584,29.1244,4.55954,71.4695,31.5798,5.23259,90.1836,27.2272,38.9258,102.51,35.3683,74.459,140,47.6126,0.207439,153,45.4346,63.9739,259.919
18.0038,0.132697,5,25.3258,9.27221,50.7265,26.2955,4.88757,71.2104,24.0294,40.4041,86.1354,22.5791,0.262114,95.1808,44.4412,0.65319,126.053,47.0501,0.181932,151.22,47.5286,58.3836,254.404
18.2364,19.8071,5,21.8297,50.4883,46.8593,22.9845,44.6457,60.8265,45.8858,0.165781,86.9533,39.9803,0.425176,114.841,31.7759,13.0301,139.159,43.9176,0.196621,158.79,36.0872,43.5243,178.867
20.616,0.693049,6.5577,20.855,37.4817,48.1383,20.8392,74.4678,53.4468,32.3537,8.66608,91.758,27.427,19.1468,111.845,35.3501,6.8727,138.353,42.4408,2.29349,155.532,47.9438,36.9439,198.044
23.5074,23.43,18.9341,21.4173,68.8993,43.2142,31.5552,1.15127,61.428,19.9018,70.2837,88.6873,39.2313,0.152223,104.19,38.6842,0.320235,132.266,47.6183,0.874843,148.847,47.083,66.3138,252.161
17.11,2.96575,5,20.0758,1.18975,31.8179,23.63,5.57427,69.1025,45.1749,0.159587,78.5101,36.3351,0.364465,114.494,38.9245,1.26491,143.506,41.3731,1.30722,152.619,47.6615,2.64451,186.898
26.9158,0.54927,18.942,20.8887,28.4498,38.5807,23.8791,55.4149,56.4423,32.9195,0.517773,87.7029,32.3536,0.324348,104.524,30.9421,31.847,118.006,35.6579,58.5748,160.477,38.9743,44.0732,187.829
18.8452,33.1783,14.1982,26.0653,0.850166,44.6626,22.5982,0.529305,52.4161,28.0905,17.2778,83.1687,32.4097,41.1319,108.022,44.6212,0.152533,121.193,44.172,0.222661,149.164,42.24,28.6576,190.307
22.6914,0.211372,14.6069,20.1288,4.02727,38.9161,22.6137,0.250836,63.3487,40.8634,0.329271,89.2527,29.8678,75.9173,109.926,43.402,0.392365,125.723,35.2592,3.85971,151.55,41.8486,32.1601,220.051
17.0838,0.236495,25.8992,22.6066,4.29216,40.7037,27.0525,23.6569,73.0133,34.0637,0.395301,75.1454,23.0782,16.5231,110.23,38.3575,7.19747,140.792,42.2236,5.36286,175.867,41.5994,37.3056,177.314
22.5579,1.81025,26.3086,28.3309,0.751094,35.2124,23.6064,21.3203,67.949,27.5254,1.36787,75.6792,36.8891,2.3014,106.605,45.9394,0.172797,126.379,45.0376,2.5225,168.216,47.7653,66.2598,266.446
16.5106,28.8726,22.3131,19.1389,17.1794,35.5998,27.4569,3.23916,52.5799,25.7618,2.55633,78.3857,30.205,2.24724,99.9102,40.5212,0.275601,129.54,37.4831,10.2913,151.979,45.7545,5.91824,225.867
22.2834,69.8116,22.2835,29.8962,0.760025,37.1458,30.2181,65.2371,65.8298,29.6033,4.34145,79.4596,30.2423,3.7807,106.038,44.7303,0.872236,133.556,41.2396,10.2585,151.646,45.9335,71.1999,213.806
18.4154,9.18203,5,24.1697,0.334907,29.2895,30.0565,6.23783,72.5513,32.6457,3.49495,81.7434,35.4289,3.71616,108.497,35.829,11.2118,144.664,41.782,2.18851,151.582,44.6584,4.10065,223.344
