LogTau,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12
1.23258,0.240422,0.879871,1.4904,2.08782,2.67711,3.28985,3.93942,4.67753,5.48713,6.3303,7.11512,7.82181
1.24411,0.232854,0.880914,1.49587,2.08727,2.67599,3.27785,3.94134,4.67231,5.47103,6.30846,7.10615,7.81909
1.25564,0.233131,0.88807,1.49655,2.09653,2.68424,3.29076,3.9386,4.66049,5.45981,6.29329,7.0933,7.81412
1.26717,0.244519,0.895795,1.50958,2.10909,2.70016,3.29473,3.94055,4.65595,5.45233,6.28664,7.08699,7.81226
1.2787,0.245334,0.886179,1.50825,2.10811,2.70093,3.29564,3.93179,4.6396,5.43292,6.26801,7.08285,7.80634
1.29023,0.245607,0.90098,1.52515,2.11964,2.70739,3.30348,3.93741,4.6324,5.41947,6.24764,7.06873,7.80681
1.30175,0.247932,0.907701,1.52721,2.12318,2.72339,3.31168,3.937,4.63591,5.40394,6.22635,7.05376,7.80259
1.31328,0.245274,0.912088,1.53358,2.13667,2.72351,3.3144,3.93443,4.622,5.39163,6.21934,7.04152,7.79312
1.32481,0.243348,0.919764,1.54177,2.15046,2.72659,3.32142,3.94148,4.62174,5.38928,6.20596,7.03085,7.79424
1.33634,0.249166,0.920865,1.54979,2.14865,2.74073,3.32879,3.94301,4.61857,5.36831,6.18881,7.01317,7.77355
1.34787,0.246122,0.920691,1.54887,2.16026,2.74112,3.32446,3.94397,4.61366,5.35901,6.16974,7.00231,7.77119
1.3594,0.243354,0.923508,1.55333,2.16342,2.75853,3.34536,3.95042,4.61107,5.35276,6.15743,6.98748,7.77083
1.37093,0.251613,0.928043,1.56159,2.17002,2.76711,3.35568,3.94684,4.61634,5.34253,6.14176,6.96423,7.75361
1.38246,0.248753,0.925062,1.56303,2.1772,2.76834,3.35787,3.95644,4.59914,5.34375,6.13419,6.9574,7.7397
1.39398,0.24978,0.929103,1.57246,2.19541,2.77653,3.36561,3.96294,4.61189,5.31876,6.12353,6.95029,7.74205
1.40551,0.243101,0.93465,1.58759,2.20638,2.7882,3.36375,3.96733,4.61722,5.3226,6.11168,6.92917,7.72855
1.41704,0.243082,0.940327,1.58166,2.20609,2.79605,3.37695,3.97588,4.60839,5.31756,6.09241,6.91611,7.71107
1.42857,0.240132,0.933039,1.59291,2.20838,2.80059,3.3824,3.97254,4.60906,5.30441,6.0845,6.90025,7.70808
1.4401,0.238757,0.934364,1.58897,2.22101,2.81528,3.39169,3.97744,4.61343,5.30114,6.07448,6.88683,7.68965
1.45163,0.241028,0.935935,1.59954,2.22362,2.81333,3.40646,3.99091,4.61977,5.3009,6.05942,6.87949,7.67685
1.46316,0.23483,0.940796,1.60066,2.23476,2.82823,3.40807,3.9986,4.61017,5.30178,6.0506,6.86033,7.66981
1.47469,0.236882,0.935282,1.60501,2.23912,2.83676,3.41958,4.01239,4.61825,5.28829,6.04995,6.84392,7.65647
1.48622,0.2341,0.94096,1.61054,2.24527,2.84563,3.42138,4.01381,4.62063,5.28301,6.03309,6.82241,7.64177
1.49774,0.237921,0.930594,1.618,2.25255,2.85621,3.43738,4.01556,4.62759,5.29118,6.02719,6.81969,7.63232
1.50927,0.221132,0.932796,1.61414,2.25354,2.85823,3.44745,4.03026,4.63042,5.29197,6.01389,6.80153,7.61725
1.5208,0.226951,0.931531,1.61593,2.25972,2.87355,3.4534,4.03188,4.63732,5.28374,6.00835,6.78987,7.60892
1.53233,0.21956,0.93396,1.61329,2.25967,2.87839,3.4625,4.03778,4.63833,5.27602,5.99449,6.78846,7.59594
1.54386,0.216212,0.933197,1.62093,2.26973,2.88427,3.4821,4.06282,4.64596,5.29107,5.99502,6.77662,7.58637
1.55539,0.206663,0.920896,1.61869,2.27047,2.88901,3.47889,4.06254,4.64924,5.28544,5.99428,6.75505,7.56892
1.56692,0.206668,0.920915,1.62375,2.27993,2.89716,3.48868,4.07313,4.65581,5.29228,5.99291,6.75548,7.55283
1.57845,0.207392,0.923293,1.62065,2.28073,2.91055,3.49877,4.0817,4.66481,5.28971,5.98493,6.74374,7.5404
1.58997,0.199874,0.916417,1.62785,2.28869,2.91226,3.51586,4.09601,4.67207,5.29103,5.97915,6.72907,7.53236
1.6015,0.196199,0.909813,1.61268,2.2935,2.92315,3.52846,4.09934,4.67553,5.2939,5.97349,6.72595,7.52731
1.61303,0.19028,0.916661,1.61881,2.28906,2.93368,3.53029,4.1126,4.6944,5.3053,5.96838,6.70783,7.51256
1.62456,0.191538,0.91085,1.62256,2.29421,2.93984,3.53488,4.11323,4.69577,5.30934,5.96825,6.70138,7.49482
1.63609,0.18223,0.906986,1.61634,2.29605,2.94795,3.5447,4.12143,4.69924,5.29974,5.97008,6.69284,7.48966
1.64762,0.168842,0.899033,1.61295,2.30482,2.94624,3.55919,4.14241,4.71789,5.3097,5.96383,6.68713,7.47002
1.65915,0.170145,0.900766,1.61311,2.31031,2.94851,3.55964,4.15233,4.71944,5.32615,5.97065,6.68863,7.46783
1.67068,0.160262,0.89121,1.60638,2.30817,2.96204,3.57728,4.1582,4.73363,5.32361,5.96351,6.67391,7.45166
1.68221,0.150319,0.891893,1.60978,2.30427,2.96398,3.58511,4.16676,4.74088,5.3261,5.96145,6.66935,7.44609
1.69373,0.156367,0.879025,1.61617,2.31206,2.97169,3.5875,4.17619,4.75147,5.33841,5.96622,6.66546,7.4357
1.70526,0.15897,0.874261,1.60779,2.30031,2.97134,3.59734,4.18238,4.76082,5.34518,5.96586,6.66596,7.42271
1.71679,0.148968,0.873356,1.59527,2.31215,2.97984,3.60505,4.20082,4.76764,5.35281,5.96985,6.66034,7.4162
1.72832,0.13924,0.864452,1.59243,2.30295,2.98183,3.6153,4.20673,4.78002,5.35921,5.98321,6.66227,7.40212
1.73985,0.135332,0.864567,1.59025,2.29349,2.98433,3.61164,4.21544,4.79799,5.36813,5.98175,6.6537,7.39809
1.75138,0.138808,0.857401,1.59157,2.31389,2.98612,3.62703,4.22411,4.79097,5.37608,5.9878,6.64972,7.39522
1.76291,0.130139,0.847068,1.57969,2.30791,2.98796,3.62697,4.23583,4.8103,5.38805,5.99642,6.65179,7.40031
1.77444,0.124966,0.845369,1.5754,2.29541,2.98917,3.63125,4.24252,4.82192,5.39253,6.00217,6.65348,7.38021
1.78596,0.119875,0.837919,1.57665,2.29781,2.99061,3.64024,4.25215,4.82611,5.40393,6.00091,6.64972,7.3718
1.79749,0.115615,0.837177,1.5713,2.29351,2.99475,3.64415,4.25296,4.83497,5.41402,6.01448,6.65526,7.362
1.80902,0.114121,0.825128,1.56088,2.29167,2.98941,3.64587,4.26792,4.85918,5.42953,6.01736,6.66269,7.36547
1.82055,0.108617,0.820014,1.55224,2.28188,2.99868,3.64789,4.28262,4.8591,5.43567,6.0229,6.65494,7.3503
1.83208,0.102856,0.820707,1.54467,2.28132,2.99119,3.65459,4.27954,4.87886,5.44375,6.03209,6.65984,7.35002
1.84361,0.0934897,0.818899,1.54206,2.28183,2.99502,3.66786,4.28857,4.88254,5.45647,6.03242,6.66802,7.35155
1.85514,0.0954622,0.812026,1.52978,2.27645,2.98979,3.6732,4.29983,4.89045,5.4662,6.04312,6.6635,7.34272
1.86667,0.0865302,0.798382,1.5354,2.27566,2.98784,3.67085,4.30697,4.90166,5.47925,6.0543,6.66669,7.35177
1.8782,0.0895889,0.793128,1.52346,2.26619,2.99523,3.67549,4.31219,4.91174,5.4873,6.06593,6.67021,7.34858
1.88972,0.0761763,0.792545,1.52138,2.27001,2.98374,3.67076,4.30944,4.92319,5.50286,6.07103,6.68116,7.3411
1.90125,0.076861,0.780116,1.52031,2.25223,2.97737,3.67419,4.32379,4.92929,5.51149,6.0813,6.68709,7.34091
1.91278,0.0736397,0.770964,1.51082,2.25035,2.97674,3.67687,4.32257,4.93699,5.51637,6.0952,6.69035,7.33818
1.92431,0.0647373,0.769656,1.49475,2.23564,2.97507,3.67224,4.32915,4.94575,5.52526,6.1067,6.69746,7.33875
1.93584,0.0734015,0.765384,1.49601,2.23206,2.98133,3.673,4.33941,4.95884,5.54079,6.11403,6.70916,7.3476
1.94737,0.0689453,0.75473,1.49029,2.23594,2.96955,3.67732,4.3404,4.96481,5.54959,6.12611,6.7147,7.35032
1.9589,0.0579529,0.746016,1.47579,2.22021,2.96813,3.6752,4.34879,4.96537,5.55731,6.12963,6.71317,7.35178
1.97043,0.0597117,0.741502,1.46805,2.21929,2.95572,3.67134,4.36171,4.97437,5.56183,6.14036,6.72664,7.35451
1.98195,0.0550716,0.744658,1.46452,2.20993,2.95613,3.67584,4.35537,4.98545,5.57032,6.15328,6.73534,7.35478
1.99348,0.0401489,0.733815,1.45165,2.19886,2.95209,3.67151,4.35787,4.98852,5.5888,6.1613,6.74635,7.36257
2.00501,0.048765,0.731245,1.45706,2.19438,2.95099,3.6745,4.35368,4.99605,5.60007,6.17101,6.75142,7.35981
2.01654,0.0447914,0.727738,1.43472,2.18632,2.93508,3.66784,4.35654,4.99992,5.60958,6.19022,6.75886,7.37081
2.02807,0.0427551,0.72456,1.43312,2.17893,2.93408,3.6637,4.35627,5.00851,5.61039,6.19337,6.76897,7.38221
2.0396,0.035611,0.716063,1.42972,2.1763,2.92641,3.66205,4.35937,5.01669,5.62862,6.20086,6.77329,7.38758
2.05113,0.0364467,0.714842,1.42322,2.16822,2.9144,3.65709,4.35765,5.02401,5.63101,6.21717,6.79009,7.3868
2.06266,0.0345241,0.70486,1.41819,2.15557,2.91145,3.65097,4.35946,5.0247,5.64311,6.233,6.79778,7.39412
2.07419,0.037808,0.702677,1.41209,2.14648,2.9033,3.64751,4.36089,5.03718,5.65134,6.23633,6.81217,7.40818
2.08571,0.0323151,0.695862,1.40373,2.14342,2.88766,3.64724,4.35691,5.03237,5.65428,6.25116,6.81646,7.41739
2.09724,0.0289778,0.700456,1.4028,2.13406,2.89178,3.64159,4.35397,5.04881,5.66261,6.25459,6.82919,7.41211
2.10877,0.033237,0.691924,1.38348,2.13074,2.88378,3.63856,4.3525,5.04296,5.66384,6.26433,6.83748,7.42464
2.1203,0.0231169,0.685313,1.38593,2.12941,2.87194,3.62073,4.35762,5.04342,5.67527,6.27331,6.84764,7.43584
2.13183,0.02209,0.683234,1.37709,2.11435,2.86027,3.61969,4.35346,5.04146,5.67817,6.28508,6.86526,7.44861
2.14336,0.0147806,0.680263,1.37462,2.10306,2.86335,3.61306,4.35432,5.03373,5.69319,6.30237,6.87116,7.44945
2.15489,0.0268111,0.680592,1.36924,2.09478,2.85017,3.60856,4.35097,5.04552,5.69736,6.29953,6.88536,7.46472
2.16642,0.0229633,0.66818,1.35912,2.08436,2.84476,3.59895,4.34158,5.0475,5.70603,6.31958,6.88963,7.47048
2.17794,0.0214259,0.667318,1.35474,2.07654,2.83783,3.59132,4.34137,5.05467,5.70865,6.31761,6.90496,7.49096
2.18947,0.0191647,0.666987,1.35516,2.06862,2.82153,3.58887,4.32828,5.04118,5.70912,6.32903,6.9082,7.49306
2.201,0.0157353,0.675789,1.34822,2.06359,2.81823,3.57858,4.33813,5.05359,5.71704,6.34133,6.92333,7.50084
2.21253,0.0150343,0.666768,1.33908,2.05611,2.80535,3.56511,4.32836,5.04376,5.71764,6.34819,6.9334,7.51022
2.22406,0.0121109,0.659908,1.34509,2.05354,2.79736,3.56682,4.31693,5.046,5.72474,6.35416,6.94776,7.52608
2.23559,0.0113169,0.66073,1.34145,2.04183,2.78857,3.55698,4.30698,5.03082,5.72621,6.35343,6.956,7.53491
2.24712,0.0114237,0.663757,1.32179,2.03561,2.7802,3.54204,4.30666,5.03897,5.72318,6.36811,6.96424,7.53824
2.25865,0.0163889,0.652353,1.32443,2.02463,2.77597,3.53884,4.29084,5.03402,5.72887,6.36882,6.97775,7.55388
2.27018,0.0117565,0.649694,1.329,2.02932,2.76335,3.52362,4.28805,5.03466,5.73033,6.38903,6.98439,7.55807
2.2817,0.00854606,0.653987,1.31798,2.01815,2.75362,3.52198,4.28672,5.0284,5.72965,6.38335,6.99475,7.57082
2.29323,0.00575984,0.649201,1.31177,2.0168,2.74456,3.50741,4.27628,5.01914,5.73476,6.38999,7.00438,7.57902
2.30476,0.00488351,0.648096,1.30624,2.0065,2.73853,3.49579,4.266,5.02275,5.73785,6.38924,7.00948,7.58919
2.31629,0.0132264,0.641662,1.30124,2.00309,2.72516,3.48815,4.26349,5.01659,5.72887,6.39607,7.01669,7.60197
2.32782,0.00827771,0.649771,1.29904,1.99012,2.7184,3.47715,4.247,5.01064,5.72781,6.39653,7.02698,7.61089
2.33935,0.00599747,0.647382,1.29431,1.98812,2.71196,3.47151,4.24354,5.00634,5.71862,6.40888,7.03147,7.62691
2.35088,0.00385734,0.641366,1.29626,1.99037,2.70177,3.46194,4.23144,5.00038,5.72502,6.4067,7.04181,7.63779
2.36241,0.00035684,0.640482,1.2886,1.96912,2.69554,3.45186,4.22088,4.9892,5.72125,6.41232,7.05143,7.64326
2.37393,0.00411056,0.628358,1.28547,1.97335,2.68567,3.43997,4.21677,4.97681,5.71134,6.40918,7.05679,7.64915
2.38546,0.00748944,0.637819,1.27961,1.97023,2.68836,3.41804,4.20143,4.96931,5.71767,6.41128,7.05782,7.66609
2.39699,0.00207126,0.633365,1.28153,1.96008,2.67804,3.42357,4.20335,4.97253,5.71496,6.41932,7.05978,7.6637
2.40852,0.0024069,0.634822,1.27559,1.95659,2.66704,3.40617,4.1836,4.96194,5.7053,6.41069,7.06983,7.67279
2.42005,0.00213221,0.634828,1.27601,1.95394,2.65769,3.40533,4.18399,4.95117,5.70195,6.40729,7.07427,7.6919
2.43158,0.00317944,0.629809,1.27858,1.9416,2.65949,3.39954,4.16164,4.94041,5.69434,6.41555,7.08347,7.69975
2.44311,-0.0038837,0.623549,1.27368,1.94158,2.645,3.38686,4.15834,4.93339,5.69561,6.4083,7.08135,7.70886
2.45464,0.00131502,0.630976,1.27215,1.93215,2.63651,3.37503,4.14095,4.92422,5.68044,6.40957,7.08541,7.71157
2.46617,-0.00137322,0.625788,1.26958,1.92889,2.63139,3.36679,4.13016,4.9134,5.6788,6.41295,7.09208,7.71453
2.47769,0.00538852,0.626733,1.26652,1.92524,2.62489,3.35801,4.12591,4.90235,5.68102,6.40353,7.08967,7.72434
2.48922,-0.00140967,0.624985,1.26401,1.92345,2.62297,3.34749,4.1177,4.904,5.6662,6.40734,7.0929,7.73507
2.50075,0.00381893,0.625432,1.26162,1.92106,2.61109,3.33862,4.09961,4.88626,5.66029,6.39766,7.10185,7.73574
2.51228,0.00746079,0.616999,1.26431,1.91888,2.61358,3.32866,4.09916,4.87275,5.64991,6.40243,7.10194,7.74162
2.52381,-2.58602e-05,0.630585,1.25545,1.90795,2.59585,3.32865,4.08097,4.85964,5.63754,6.3974,7.099,7.74404
2.53534,-0.00130016,0.626248,1.26375,1.91873,2.59653,3.31553,4.07446,4.85148,5.63352,6.38539,7.09756,7.74975
2.54687,0.00176067,0.629234,1.25721,1.91237,2.5843,3.31126,4.06527,4.84668,5.62639,6.38116,7.09213,7.76215
2.5584,0.000885878,0.632296,1.25285,1.90776,2.59031,3.29844,4.05601,4.83614,5.6115,6.37298,7.09725,7.76448
2.56992,-0.003172,0.624087,1.25273,1.90061,2.57663,3.2919,4.03639,4.82144,5.6075,6.37099,7.09378,7.76143
2.58145,0.00256325,0.616436,1.25089,1.89913,2.57281,3.28328,4.04009,4.81166,5.6014,6.36825,7.09247,7.76473
2.59298,0.00870664,0.619746,1.25323,1.89928,2.57201,3.27833,4.026,4.79932,5.59073,6.35092,7.08707,7.76932
2.60451,-0.000455638,0.618197,1.24876,1.89639,2.56878,3.27248,4.01228,4.78514,5.56994,6.35304,7.08615,7.7758
2.61604,-0.000295868,0.620744,1.25531,1.88561,2.55492,3.26301,4.00024,4.78379,5.56197,6.33637,7.08205,7.77045
2.62757,-0.00371925,0.622818,1.24679,1.89343,2.55377,3.25242,3.98804,4.76907,5.54882,6.33014,7.08016,7.77553
2.6391,0.00168715,0.614261,1.24005,1.90037,2.54553,3.24525,3.97998,4.76648,5.54878,6.318,7.08025,7.76816
2.65063,-0.0046218,0.623428,1.2455,1.87896,2.54778,3.24845,3.97835,4.74256,5.536,6.32479,7.07117,7.7718
2.66216,-0.00410179,0.615824,1.23972,1.88884,2.5431,3.23432,3.96571,4.73408,5.52529,6.30751,7.05783,7.77812
2.67368,0.00540855,0.622878,1.24697,1.8846,2.53855,3.2281,3.95361,4.72725,5.50775,6.29884,7.05486,7.77913
2.68521,-0.00336426,0.621089,1.25078,1.88105,2.5338,3.22913,3.94725,4.71188,5.49528,6.28546,7.04626,7.76947
2.69674,0.00455402,0.620125,1.2486,1.88564,2.53174,3.22182,3.947,4.69652,5.48883,6.28244,7.04283,7.7691
2.70827,0.00630011,0.620953,1.24016,1.87376,2.52719,3.214,3.93099,4.68756,5.47742,6.25951,7.04123,7.77302
2.7198,0.00121682,0.618964,1.242,1.87797,2.52933,3.20485,3.92172,4.68115,5.46203,6.25753,7.03319,7.76537
2.73133,0.00237241,0.618562,1.25174,1.88207,2.53046,3.21062,3.92139,4.6716,5.4544,6.25551,7.02139,7.76139
2.74286,0.0079494,0.61418,1.2455,1.87409,2.51398,3.19774,3.90995,4.65945,5.44476,6.23421,7.01667,7.7618
2.75439,-0.000662938,0.6207,1.24388,1.87209,2.51869,3.19349,3.90059,4.65357,5.43143,6.22465,7.00403,7.75618
2.76591,-0.00226266,0.628118,1.24775,1.87326,2.51505,3.18594,3.89048,4.64338,5.41469,6.21594,6.99247,7.75507
2.77744,-0.00531656,0.628582,1.25303,1.87001,2.51639,3.17646,3.8794,4.6307,5.39873,6.1985,6.98327,7.74854
2.78897,0.000251661,0.625879,1.24812,1.8773,2.50843,3.17246,3.87383,4.61966,5.39451,6.19019,6.97588,7.73733
2.8005,0.00599118,0.623353,1.24323,1.86638,2.50958,3.17527,3.86968,4.60885,5.38461,6.18215,6.97508,7.73301
2.81203,0.00390392,0.617769,1.24385,1.87292,2.50405,3.17123,3.86402,4.60253,5.37136,6.16718,6.95387,7.72665
2.82356,-0.00371085,0.626195,1.24467,1.86346,2.50914,3.16488,3.85982,4.59465,5.35921,6.15587,6.9537,7.71442
2.83509,-0.00337108,0.620154,1.23955,1.87068,2.505,3.15751,3.85429,4.58203,5.34675,6.1409,6.9433,7.70852
2.84662,-0.00197252,0.620063,1.23758,1.86687,2.5023,3.15293,3.84687,4.57459,5.34106,6.13139,6.92627,7.70849
2.85815,0.00120771,0.619136,1.24186,1.85609,2.50287,3.15405,3.84095,4.56268,5.32678,6.11813,6.91557,7.68997
2.86967,-0.000787478,0.620636,1.2377,1.86615,2.49894,3.14635,3.83033,4.54971,5.31637,6.11147,6.90186,7.69172
2.8812,0.000887299,0.618498,1.2411,1.86128,2.49233,3.15273,3.82023,4.54292,5.30101,6.09627,6.89255,7.67988
2.89273,0.00121267,0.619877,1.24161,1.86337,2.49963,3.15085,3.82144,4.54176,5.29156,6.0801,6.88342,7.66882
2.90426,-0.00117269,0.61585,1.25047,1.8711,2.49718,3.15479,3.81458,4.53246,5.28398,6.05901,6.86881,7.66185
2.91579,-0.000141193,0.618673,1.23759,1.85977,2.49426,3.14437,3.81084,4.52921,5.26874,6.05939,6.86058,7.65158
2.92732,0.000843328,0.629271,1.24041,1.85964,2.49774,3.13599,3.8076,4.51546,5.25732,6.04732,6.84902,7.64418
2.93885,-0.000321148,0.619853,1.24015,1.86958,2.49767,3.1325,3.79915,4.51129,5.25079,6.02845,6.83322,7.62708
2.95038,0.00202687,0.619162,1.24248,1.86382,2.48748,3.11994,3.79529,4.50592,5.24684,6.01199,6.82061,7.61685
2.9619,0.00749458,0.622232,1.24484,1.86939,2.48784,3.12923,3.79512,4.49761,5.23291,6.00337,6.80642,7.60559
2.97343,0.00237748,0.622923,1.23863,1.86411,2.49633,3.12889,3.79194,4.48441,5.22827,5.99967,6.79534,7.60269
2.98496,0.000231543,0.615625,1.23724,1.85891,2.49505,3.13156,3.78498,4.47953,5.21238,5.97984,6.77674,7.58724
2.99649,-0.0067373,0.619242,1.23391,1.86204,2.4857,3.12833,3.78589,4.47441,5.20234,5.9705,6.77,7.56782
3.00802,0.00155802,0.623735,1.23672,1.86716,2.48326,3.12653,3.77947,4.46378,5.18888,5.96157,6.75636,7.55808
3.01955,-0.00778137,0.621134,1.24252,1.86578,2.48481,3.12342,3.77288,4.46366,5.18322,5.95407,6.73924,7.54428
3.03108,-0.00563153,0.620536,1.24052,1.86174,2.48479,3.12369,3.77389,4.46009,5.18254,5.93771,6.73842,7.53468
3.04261,0.00342252,0.626258,1.23624,1.86178,2.4799,3.12541,3.77817,4.44851,5.16959,5.92615,6.71311,7.52285
3.05414,0.00282835,0.617326,1.23878,1.86097,2.48586,3.11401,3.76499,4.45296,5.16291,5.91328,6.70071,7.51841
3.06566,-0.000596831,0.620363,1.24037,1.85892,2.48015,3.11517,3.76955,4.43874,5.1547,5.91108,6.69252,7.48897
3.07719,-0.00683754,0.617948,1.24223,1.86912,2.48,3.11026,3.76773,4.43411,5.14396,5.89807,6.67096,7.4874
3.08872,-0.00148324,0.625986,1.23782,1.86109,2.48811,3.12117,3.76567,4.42918,5.13551,5.88285,6.66288,7.47191
3.10025,-0.00271311,0.612214,1.23917,1.85631,2.48134,3.11883,3.75398,4.4227,5.12935,5.86726,6.64739,7.45415
3.11178,0.00254894,0.617338,1.23288,1.8589,2.48345,3.11567,3.76304,4.42278,5.12432,5.85949,6.63714,7.4431
3.12331,0.00903227,0.6179,1.23553,1.86377,2.48593,3.10694,3.75328,4.41694,5.11644,5.85496,6.6281,7.42841
3.13484,0.000868871,0.622669,1.24659,1.86334,2.48638,3.11157,3.74974,4.41944,5.10976,5.83995,6.61765,7.41726
3.14637,-0.00311626,0.622438,1.23135,1.86007,2.48151,3.10913,3.74788,4.41132,5.10181,5.83681,6.60864,7.40774
3.15789,-0.00468137,0.625592,1.23874,1.85782,2.48279,3.10964,3.74936,4.40731,5.09173,5.82529,6.59545,7.38424
3.16942,-0.000223667,0.613713,1.24096,1.86061,2.47908,3.10786,3.74542,4.4007,5.08758,5.81583,6.58511,7.38225
3.18095,-0.000706569,0.62301,1.23858,1.85358,2.48916,3.11003,3.74286,4.39252,5.07889,5.8083,6.57102,7.36215
3.19248,-0.00460556,0.618834,1.23683,1.85506,2.48458,3.10576,3.74715,4.39455,5.0809,5.79892,6.55526,7.35638
3.20401,0.000465856,0.617344,1.23981,1.86366,2.47739,3.11019,3.73765,4.3884,5.06291,5.78496,6.5502,7.33876
3.21554,-0.00460329,0.622164,1.24003,1.85836,2.48165,3.10721,3.73499,4.39264,5.06508,5.77876,6.53259,7.32888
3.22707,0.00444874,0.616324,1.23972,1.86184,2.48434,3.10458,3.74103,4.38588,5.07033,5.78132,6.52107,7.31309
3.2386,0.00425087,0.611696,1.23253,1.86528,2.48327,3.10484,3.73945,4.38997,5.05443,5.75924,6.51879,7.30216
3.25013,0.00433923,0.618523,1.23944,1.86291,2.48854,3.1031,3.73986,4.38368,5.04647,5.75451,6.50519,7.28511
3.26165,-0.00189601,0.614012,1.23661,1.8603,2.4866,3.10773,3.73011,4.38165,5.04633,5.75323,6.49248,7.26873
3.27318,0.00205824,0.617407,1.23784,1.86894,2.47885,3.10302,3.73771,4.37692,5.04714,5.7411,6.48437,7.26207
3.28471,-0.000528144,0.621488,1.24093,1.86292,2.48056,3.10495,3.73436,4.37463,5.03709,5.73148,6.47484,7.24966
3.29624,-0.00155514,0.62125,1.24258,1.85869,2.4757,3.10189,3.73859,4.37433,5.03612,5.72265,6.45607,7.24281
3.30777,-0.00135649,0.626349,1.2436,1.86315,2.48174,3.09723,3.72571,4.37343,5.03016,5.7235,6.45153,7.21407
3.3193,-0.00519878,0.619203,1.23803,1.8618,2.48128,3.10652,3.73079,4.36503,5.02454,5.71908,6.4378,7.2092
3.33083,-0.00577539,0.613868,1.24371,1.85659,2.49142,3.09842,3.72808,4.36807,5.03506,5.71444,6.43383,7.20229
3.34236,0.00317732,0.616977,1.24471,1.86039,2.48094,3.10514,3.72214,4.37491,5.01932,5.70311,6.42171,7.18122
3.35388,-0.000764895,0.616323,1.24456,1.85941,2.47212,3.1039,3.72501,4.36248,5.01362,5.70133,6.42109,7.17373
3.36541,0.000865739,0.615129,1.24557,1.85199,2.47776,3.0954,3.73178,4.36033,5.01069,5.68748,6.40923,7.17171
3.37694,0.00400687,0.621742,1.23943,1.85936,2.48085,3.09807,3.72484,4.35717,5.0112,5.68695,6.39563,7.15767
3.38847,-0.0069325,0.61742,1.23931,1.85889,2.47534,3.09963,3.72331,4.35282,5.00848,5.67842,6.39074,7.13743
3.4,-0.0031365,0.612091,1.24331,1.85825,2.47685,3.09825,3.72919,4.36212,5.00723,5.67688,6.37814,7.13584
