Wavenumber,t00.0h,t00.2h,t00.5h,t01.0h,t02.0h,t04.0h,t06.0h,t09.0h,t12.0h,t18.0h,t24.0h,t36.0h,t48.0h,t72.0h
1709,0.294458,0.296497,0.296888,0.310956,0.330187,0.361278,0.390752,0.437376,0.480294,0.534082,0.576039,0.642157,0.662567,0.673734
1709.38,0.279076,0.28941,0.295615,0.302062,0.324012,0.349442,0.386864,0.434313,0.469793,0.527149,0.567124,0.616376,0.648212,0.656176
1709.75,0.284384,0.292979,0.290564,0.300443,0.317162,0.357294,0.38224,0.423433,0.457691,0.511374,0.553113,0.60286,0.628636,0.637903
1710.12,0.278946,0.281569,0.28445,0.296017,0.308962,0.342076,0.379755,0.409149,0.452329,0.505661,0.544047,0.589136,0.615697,0.617811
1710.5,0.276056,0.276576,0.283569,0.292557,0.311601,0.340905,0.365422,0.40226,0.436178,0.488581,0.525644,0.569595,0.591268,0.594435
1710.88,0.275609,0.277376,0.279651,0.29203,0.304047,0.330772,0.364409,0.398543,0.427973,0.469387,0.512953,0.553973,0.575975,0.579079
1711.25,0.261727,0.26932,0.275168,0.282575,0.30381,0.328928,0.352099,0.388565,0.421157,0.466941,0.498618,0.542834,0.5626,0.556243
1711.62,0.269478,0.272868,0.281334,0.279003,0.295903,0.324881,0.342819,0.375016,0.407517,0.453254,0.483708,0.525058,0.541865,0.552889
1712,0.264417,0.271233,0.267905,0.277489,0.291472,0.318665,0.341534,0.369624,0.398251,0.442238,0.466877,0.510995,0.520926,0.524433
1712.38,0.261585,0.266411,0.266772,0.274278,0.293739,0.313071,0.336894,0.370863,0.38869,0.429328,0.456974,0.492884,0.511666,0.503919
1712.75,0.263647,0.264488,0.261648,0.274621,0.287342,0.307594,0.332051,0.363102,0.388198,0.420179,0.443239,0.481797,0.490509,0.491599
1713.12,0.261319,0.26343,0.264357,0.265783,0.2886,0.302685,0.329426,0.35434,0.374624,0.401676,0.440319,0.462179,0.47507,0.471585
1713.5,0.26736,0.263074,0.267449,0.275906,0.287599,0.304908,0.329103,0.345924,0.373776,0.397967,0.424682,0.445907,0.463998,0.456697
1713.88,0.260406,0.266495,0.262564,0.278707,0.274198,0.303031,0.31922,0.341412,0.363983,0.395299,0.412187,0.440799,0.444974,0.440109
1714.25,0.264399,0.261606,0.272517,0.271016,0.281937,0.299577,0.321443,0.33755,0.360116,0.381103,0.405176,0.422399,0.430948,0.429894
1714.62,0.264253,0.269513,0.270062,0.274983,0.283776,0.299695,0.312802,0.332366,0.355387,0.376009,0.394122,0.420102,0.41783,0.415529
1715,0.265212,0.272013,0.269903,0.283612,0.288305,0.302794,0.309714,0.334993,0.346787,0.365042,0.383585,0.400992,0.404423,0.406471
1715.38,0.273029,0.274456,0.282248,0.286359,0.284352,0.299062,0.309059,0.33076,0.344411,0.371691,0.379801,0.399837,0.393828,0.387538
1715.75,0.28161,0.279839,0.283823,0.283694,0.289646,0.301064,0.316807,0.334202,0.339548,0.359444,0.371256,0.382679,0.380404,0.379581
1716.12,0.28785,0.288424,0.289246,0.295052,0.301278,0.310518,0.30928,0.330523,0.34104,0.361832,0.369512,0.382835,0.374683,0.373085
1716.5,0.296406,0.300187,0.288982,0.298644,0.300083,0.312802,0.320142,0.328163,0.344903,0.354567,0.359452,0.373557,0.372822,0.356362
1716.88,0.302079,0.304045,0.306071,0.302161,0.307174,0.31427,0.324503,0.332444,0.34675,0.354711,0.366314,0.363958,0.363873,0.350723
1717.25,0.306848,0.307885,0.308333,0.316065,0.313107,0.320873,0.330052,0.336666,0.338566,0.357705,0.353273,0.361557,0.356481,0.342256
1717.62,0.320654,0.318615,0.319522,0.31758,0.326562,0.337682,0.338441,0.336294,0.346877,0.355073,0.350244,0.350325,0.34653,0.341859
1718,0.329095,0.328449,0.326883,0.330474,0.338944,0.341965,0.342328,0.34067,0.34813,0.35479,0.345726,0.356053,0.349251,0.331361
1718.38,0.338069,0.336454,0.33765,0.336312,0.343062,0.347464,0.35079,0.351166,0.35004,0.353673,0.354432,0.356177,0.34273,0.325337
1718.75,0.352131,0.347671,0.351006,0.354386,0.354252,0.352591,0.355622,0.360138,0.357122,0.354514,0.355198,0.343789,0.342514,0.324771
1719.12,0.365974,0.359653,0.361186,0.365341,0.366982,0.36529,0.366826,0.369291,0.362072,0.356462,0.360605,0.354736,0.343992,0.318342
1719.5,0.376369,0.381385,0.380344,0.372022,0.376164,0.380207,0.374776,0.379086,0.376194,0.366277,0.361992,0.354311,0.336655,0.321308
1719.88,0.390693,0.398817,0.389513,0.392472,0.396609,0.389229,0.383791,0.384569,0.378665,0.371224,0.362003,0.353517,0.337685,0.315761
1720.25,0.409819,0.408624,0.410962,0.408559,0.402204,0.400891,0.398742,0.393585,0.392129,0.377802,0.366849,0.357726,0.341328,0.318898
1720.62,0.424832,0.427869,0.428129,0.424156,0.418278,0.414259,0.408674,0.411616,0.398614,0.38347,0.377665,0.36069,0.336918,0.327221
1721,0.441954,0.440028,0.444533,0.442339,0.440905,0.433008,0.430443,0.418419,0.417422,0.390275,0.38232,0.364358,0.349835,0.317532
1721.38,0.460452,0.463582,0.460002,0.459958,0.457417,0.45121,0.436358,0.431582,0.42507,0.403836,0.394575,0.364969,0.346017,0.322662
1721.75,0.475813,0.487147,0.478472,0.479541,0.47699,0.463395,0.461067,0.443608,0.435746,0.417964,0.406315,0.375171,0.358297,0.334611
1722.12,0.500567,0.499554,0.504475,0.497113,0.487816,0.489423,0.479025,0.464732,0.451081,0.431549,0.407706,0.384948,0.363788,0.337545
1722.5,0.522459,0.524183,0.52082,0.51547,0.51769,0.503421,0.488839,0.475619,0.459009,0.44109,0.415689,0.385436,0.365918,0.341975
1722.88,0.538046,0.538148,0.539598,0.538907,0.527319,0.520311,0.503952,0.488578,0.477726,0.451549,0.430956,0.398899,0.377678,0.344956
1723.25,0.564364,0.561618,0.561066,0.55521,0.553869,0.537994,0.520817,0.499355,0.498638,0.460762,0.443154,0.406461,0.383701,0.351995
1723.62,0.586879,0.588213,0.577735,0.583145,0.574982,0.558727,0.542988,0.516217,0.50813,0.479652,0.455782,0.409806,0.38686,0.362719
1724,0.606436,0.608378,0.597153,0.599689,0.595315,0.580722,0.555891,0.543905,0.528116,0.492144,0.465264,0.419901,0.405591,0.37014
1724.38,0.631559,0.620344,0.619512,0.622823,0.610631,0.593588,0.583804,0.556782,0.546554,0.507693,0.473182,0.434016,0.414856,0.374665
1724.75,0.649143,0.65332,0.646102,0.641305,0.626425,0.613425,0.603131,0.57581,0.558249,0.517352,0.48278,0.445406,0.413108,0.379088
1725.12,0.678831,0.676212,0.664822,0.667741,0.659134,0.642057,0.617709,0.597133,0.571831,0.534296,0.505309,0.463974,0.428723,0.383106
1725.5,0.699591,0.691265,0.68626,0.687797,0.680149,0.651489,0.639374,0.614554,0.58794,0.549683,0.510168,0.470563,0.433241,0.394827
1725.88,0.717562,0.712774,0.709585,0.704594,0.696801,0.677355,0.652272,0.632104,0.603647,0.562885,0.518448,0.481187,0.44038,0.40407
1726.25,0.742381,0.731182,0.732783,0.73169,0.715397,0.694274,0.676549,0.644676,0.61542,0.570266,0.537646,0.486973,0.454139,0.409098
1726.62,0.753069,0.757276,0.753517,0.745525,0.739061,0.708025,0.688687,0.662163,0.637482,0.584308,0.553275,0.499374,0.466222,0.421496
1727,0.769119,0.776211,0.773996,0.766017,0.753412,0.730281,0.711465,0.675322,0.65216,0.604905,0.563461,0.505295,0.467879,0.431212
1727.38,0.794084,0.793295,0.785483,0.787343,0.773644,0.745557,0.72262,0.695194,0.656748,0.616283,0.57576,0.515198,0.481323,0.44004
1727.75,0.808151,0.806159,0.806109,0.805742,0.7857,0.756632,0.735362,0.701072,0.67968,0.624432,0.586043,0.521815,0.483635,0.439249
1728.12,0.838098,0.834652,0.823199,0.816967,0.803936,0.777186,0.758021,0.715497,0.690514,0.63618,0.589264,0.541991,0.492858,0.447855
1728.5,0.851646,0.843287,0.843637,0.824027,0.818351,0.790072,0.765319,0.73491,0.702152,0.65215,0.608633,0.547656,0.50218,0.454644
1728.88,0.865894,0.85855,0.851073,0.843074,0.829777,0.800397,0.779025,0.738144,0.70935,0.6613,0.612394,0.545989,0.501555,0.458575
1729.25,0.868423,0.868766,0.865111,0.855581,0.842273,0.815921,0.784805,0.751786,0.71531,0.661264,0.619216,0.558119,0.513831,0.465207
1729.62,0.88352,0.882913,0.874508,0.86617,0.850823,0.830483,0.793983,0.763568,0.736494,0.672134,0.631066,0.565323,0.525907,0.474495
1730,0.895528,0.891354,0.88849,0.877003,0.855371,0.832433,0.803223,0.76859,0.740552,0.671169,0.634843,0.567669,0.523842,0.47809
1730.38,0.905476,0.906723,0.890796,0.887515,0.871397,0.845517,0.811486,0.780609,0.740817,0.688512,0.635498,0.578029,0.531629,0.480843
1730.75,0.905856,0.914275,0.896634,0.886258,0.881605,0.845375,0.815465,0.776459,0.749828,0.686821,0.645289,0.580617,0.519698,0.473816
1731.12,0.914917,0.906088,0.911021,0.896279,0.877159,0.855,0.819793,0.784556,0.757228,0.691484,0.641681,0.571402,0.532541,0.485988
1731.5,0.917574,0.913924,0.911769,0.897466,0.885234,0.858224,0.829819,0.782581,0.753681,0.70257,0.643075,0.576384,0.534905,0.486661
1731.88,0.9183,0.911762,0.913823,0.906535,0.88485,0.856773,0.82334,0.784793,0.757166,0.698089,0.647933,0.580679,0.525272,0.484923
1732.25,0.917425,0.916718,0.913167,0.901992,0.878122,0.85286,0.82707,0.788442,0.750128,0.693413,0.648047,0.579719,0.529003,0.485637
1732.62,0.913114,0.911999,0.906184,0.900556,0.885366,0.854629,0.826922,0.785974,0.755038,0.68959,0.648267,0.574515,0.528622,0.483979
1733,0.908282,0.904993,0.897434,0.896906,0.883051,0.846752,0.819377,0.782196,0.750951,0.681177,0.641708,0.57593,0.534522,0.477467
1733.38,0.904317,0.901772,0.894019,0.886799,0.880718,0.850637,0.814327,0.780022,0.742744,0.681265,0.637536,0.574387,0.52198,0.473338
1733.75,0.898643,0.89469,0.892457,0.880483,0.874388,0.835816,0.807807,0.769895,0.738579,0.685883,0.630736,0.557895,0.515251,0.473102
1734.12,0.888633,0.879149,0.882566,0.870859,0.854086,0.830389,0.802924,0.759613,0.731889,0.672096,0.629907,0.557483,0.518164,0.467601
1734.5,0.870813,0.877781,0.863706,0.859572,0.851328,0.818982,0.791533,0.748094,0.719886,0.665706,0.62134,0.550958,0.508092,0.467516
1734.88,0.867408,0.864816,0.855127,0.847054,0.834942,0.805491,0.78085,0.746478,0.716559,0.654961,0.606802,0.550913,0.505793,0.461553
1735.25,0.849957,0.846276,0.846446,0.835316,0.823714,0.788633,0.77618,0.737346,0.700431,0.641865,0.604617,0.531204,0.494042,0.450662
1735.62,0.836859,0.835827,0.832667,0.817756,0.800461,0.782964,0.753659,0.719508,0.686955,0.633929,0.585137,0.528657,0.483916,0.440801
1736,0.823989,0.814087,0.807729,0.799379,0.789274,0.76488,0.731483,0.708097,0.673051,0.616503,0.577688,0.518677,0.477913,0.434431
1736.38,0.803614,0.797215,0.792121,0.793099,0.778109,0.746516,0.725213,0.684162,0.65337,0.611408,0.560935,0.506331,0.471406,0.427846
1736.75,0.776929,0.778822,0.769103,0.772966,0.750455,0.731063,0.70851,0.67129,0.642831,0.58735,0.555792,0.502071,0.462947,0.422974
1737.12,0.764728,0.763228,0.756632,0.746939,0.736596,0.710805,0.692006,0.656822,0.63062,0.575679,0.540914,0.47934,0.439333,0.412778
1737.5,0.745735,0.735567,0.735515,0.733174,0.721334,0.686611,0.674362,0.634522,0.612254,0.56421,0.527163,0.473786,0.432163,0.39452
1737.88,0.724297,0.718405,0.711639,0.706763,0.698518,0.664209,0.649105,0.622317,0.5915,0.536339,0.51579,0.460002,0.431132,0.378921
1738.25,0.694303,0.696572,0.696595,0.685179,0.675874,0.650733,0.630965,0.604191,0.578187,0.527554,0.49978,0.447029,0.411708,0.379405
1738.62,0.680799,0.675196,0.674041,0.666154,0.661702,0.629744,0.613895,0.582425,0.556614,0.514479,0.482188,0.434185,0.402113,0.365243
1739,0.653163,0.650162,0.646764,0.643931,0.634238,0.611891,0.586718,0.561216,0.538837,0.49944,0.464263,0.415426,0.382079,0.351097
1739.38,0.631536,0.630461,0.630685,0.624229,0.605623,0.589173,0.563944,0.545659,0.51728,0.481853,0.453319,0.409511,0.368734,0.341777
1739.75,0.607796,0.61018,0.603136,0.597245,0.591945,0.563441,0.546832,0.521058,0.501527,0.463866,0.431832,0.385776,0.359967,0.3301
1740.12,0.588605,0.582151,0.574993,0.578394,0.557479,0.542442,0.527591,0.504193,0.488801,0.447645,0.414548,0.372317,0.344569,0.313658
1740.5,0.557413,0.556103,0.549752,0.548869,0.539041,0.524103,0.510174,0.483846,0.464891,0.430213,0.395851,0.363348,0.333212,0.301837
1740.88,0.528181,0.530859,0.544311,0.521295,0.520628,0.499785,0.485596,0.463547,0.449114,0.413083,0.382312,0.352174,0.318346,0.292303
1741.25,0.506745,0.509948,0.507756,0.500927,0.49534,0.479014,0.460213,0.437274,0.42263,0.391867,0.37132,0.332491,0.307485,0.282689
1741.62,0.48714,0.492591,0.484881,0.480456,0.470795,0.455686,0.438104,0.419668,0.410328,0.376251,0.35122,0.315556,0.294554,0.273386
1742,0.472041,0.458689,0.464711,0.458329,0.451803,0.444445,0.424604,0.405044,0.389099,0.353182,0.339751,0.306059,0.280226,0.258037
1742.38,0.437589,0.443085,0.43883,0.438181,0.430849,0.413053,0.403713,0.381819,0.36935,0.342074,0.325218,0.291617,0.270473,0.251434
1742.75,0.421052,0.424358,0.415035,0.418449,0.411302,0.397051,0.382488,0.365389,0.348285,0.329091,0.300041,0.275176,0.253014,0.238358
1743.12,0.404173,0.402719,0.394163,0.392391,0.387044,0.380042,0.35687,0.346736,0.341469,0.313971,0.293023,0.259706,0.24154,0.227919
1743.5,0.383204,0.376837,0.37612,0.373976,0.370399,0.351414,0.345671,0.329329,0.319986,0.296287,0.280429,0.250383,0.236349,0.212978
1743.88,0.356698,0.350765,0.358445,0.356067,0.348494,0.339513,0.3258,0.309392,0.29701,0.281451,0.251387,0.236175,0.22666,0.208213
1744.25,0.338504,0.341836,0.334763,0.334362,0.337874,0.323833,0.31615,0.299586,0.28557,0.26408,0.255081,0.229796,0.21067,0.198202
1744.62,0.316656,0.316905,0.321658,0.318834,0.308868,0.305776,0.296129,0.283071,0.264287,0.247239,0.246053,0.213595,0.207224,0.187737
1745,0.299618,0.303188,0.305095,0.295721,0.28936,0.284498,0.278406,0.266045,0.25579,0.238339,0.222579,0.201434,0.194794,0.176258
1745.38,0.285805,0.282935,0.285378,0.277128,0.273671,0.269781,0.258639,0.253015,0.237019,0.224409,0.221378,0.196245,0.180809,0.177562
1745.75,0.274075,0.268431,0.27251,0.264718,0.259374,0.253373,0.249645,0.244921,0.232971,0.216861,0.209266,0.190623,0.168073,0.168097
1746.12,0.252474,0.248707,0.249503,0.247002,0.249257,0.234239,0.226414,0.228515,0.217999,0.207295,0.188489,0.181006,0.162634,0.150006
1746.5,0.238818,0.236008,0.239525,0.235119,0.234858,0.222477,0.213695,0.211536,0.20757,0.194445,0.185102,0.170794,0.158502,0.142851
1746.88,0.222938,0.225151,0.223532,0.223052,0.212294,0.212232,0.206051,0.199573,0.191246,0.177492,0.168503,0.156219,0.147672,0.143199
1747.25,0.207146,0.212966,0.204506,0.20626,0.208311,0.195624,0.196133,0.190527,0.183712,0.17185,0.163426,0.153922,0.141756,0.131569
1747.62,0.201665,0.197742,0.200167,0.198666,0.19145,0.189443,0.186064,0.1744,0.170715,0.159235,0.156472,0.149737,0.133279,0.133043
1748,0.188092,0.179939,0.183299,0.18064,0.176576,0.180643,0.174755,0.164152,0.157878,0.156117,0.146563,0.134912,0.124222,0.119318
1748.38,0.175049,0.174086,0.177199,0.168341,0.16809,0.165646,0.164063,0.15606,0.159959,0.147165,0.141923,0.129256,0.122523,0.115481
1748.75,0.167899,0.165362,0.169342,0.16545,0.164134,0.151782,0.151505,0.15068,0.146516,0.143884,0.135061,0.123746,0.109821,0.114165
1749.12,0.14691,0.159475,0.152594,0.154382,0.153183,0.150979,0.142075,0.144351,0.137503,0.126756,0.119968,0.117898,0.11462,0.112571
1749.5,0.148465,0.144913,0.144068,0.141069,0.140237,0.141237,0.14087,0.131274,0.129334,0.12059,0.113167,0.116369,0.104509,0.0990689
1749.88,0.135918,0.138668,0.144521,0.138899,0.134755,0.125843,0.133774,0.126874,0.123027,0.114148,0.116244,0.107225,0.10046,0.0994952
1750.25,0.129687,0.130811,0.133535,0.130303,0.132815,0.118937,0.120797,0.124193,0.109019,0.108997,0.102147,0.108159,0.103345,0.0906675
1750.62,0.120833,0.126712,0.128288,0.121403,0.119441,0.116657,0.117841,0.118487,0.107974,0.108236,0.100337,0.0989438,0.0983557,0.0947896
1751,0.119028,0.117287,0.125453,0.11792,0.118007,0.119736,0.112168,0.110283,0.108115,0.10065,0.0922791,0.0951538,0.085847,0.0898307
1751.38,0.107776,0.111109,0.110946,0.109206,0.111723,0.109368,0.0982802,0.0987229,0.10901,0.0888535,0.0923732,0.0876645,0.0910576,0.0864586
1751.75,0.109267,0.109483,0.107542,0.108483,0.10422,0.10391,0.099499,0.0969999,0.0943284,0.101369,0.0983543,0.0859535,0.0874726,0.0823917
1752.12,0.0975647,0.0980492,0.100155,0.0930747,0.100528,0.102449,0.0963845,0.0960219,0.104684,0.0931943,0.0853202,0.0890586,0.0788995,0.0797117
1752.5,0.0950499,0.100852,0.098857,0.0913694,0.0953915,0.102345,0.0930287,0.0881435,0.08944,0.0837419,0.0824191,0.0805098,0.0755999,0.0820587
1752.88,0.0927326,0.0947552,0.0944078,0.0910521,0.0924418,0.0860323,0.0903489,0.091574,0.086051,0.0795949,0.0867669,0.0748173,0.0776608,0.0779383
1753.25,0.096752,0.0919962,0.090847,0.0890762,0.0911349,0.0880576,0.0872334,0.0874964,0.0858026,0.0882998,0.0825413,0.0789646,0.0754241,0.0780906
1753.62,0.0860255,0.0884324,0.0894767,0.0855224,0.0818526,0.0855088,0.0783375,0.079814,0.0830859,0.0794059,0.0785394,0.071336,0.0799698,0.068048
1754,0.0887614,0.0831653,0.0816074,0.0794811,0.0788824,0.0797335,0.0771781,0.0756011,0.0767771,0.0776866,0.0763478,0.0777057,0.0747116,0.0728622
1754.38,0.0792683,0.0790882,0.0846297,0.0766362,0.0779725,0.0808765,0.0764199,0.0780199,0.0734235,0.0787626,0.0822109,0.0646372,0.075642,0.0768863
1754.75,0.0798398,0.0798428,0.0848186,0.0803985,0.0794788,0.0805686,0.0743266,0.0820959,0.071957,0.0732908,0.0744713,0.0674972,0.0657196,0.07224
1755.12,0.0670569,0.0700506,0.0830582,0.0765507,0.06913,0.0703686,0.0709515,0.072365,0.0747445,0.0753282,0.069137,0.067966,0.0681609,0.0664023
1755.5,0.0648618,0.0715375,0.0684342,0.0767572,0.0757022,0.0703211,0.0724118,0.0710902,0.0735043,0.0674056,0.0621334,0.0648847,0.0617822,0.0668383
1755.88,0.0675335,0.0666016,0.0727963,0.074909,0.0741483,0.0710408,0.0687569,0.0751808,0.0695514,0.0656168,0.0644788,0.0717092,0.0640891,0.0640398
1756.25,0.075188,0.0713244,0.0762817,0.0724021,0.0680897,0.0656419,0.0711567,0.0699014,0.0740443,0.0682408,0.0708789,0.0699529,0.0667629,0.0698449
1756.62,0.068966,0.0686563,0.0711784,0.0694973,0.0738939,0.0659629,0.0753003,0.0657039,0.0673397,0.0681837,0.0716445,0.0630605,0.066384,0.0680611
1757,0.0663585,0.069097,0.0718194,0.0728836,0.0640287,0.0730272,0.0702421,0.0647921,0.0659525,0.0626958,0.0666246,0.0668381,0.0650226,0.066708
1757.38,0.0622779,0.074459,0.0677541,0.0692487,0.0679002,0.0670346,0.0741564,0.0694353,0.0658058,0.0586578,0.0713341,0.0626866,0.0644143,0.0663946
1757.75,0.0651381,0.0595365,0.0669556,0.0605451,0.0636589,0.0613908,0.0694853,0.0677887,0.0666782,0.0665433,0.0646147,0.070272,0.0679756,0.0686122
1758.12,0.062706,0.066383,0.0677497,0.0712321,0.0710178,0.0666997,0.0645132,0.0642236,0.0601533,0.0668518,0.0581542,0.0705114,0.0700935,0.0595255
1758.5,0.0662045,0.0644623,0.0678539,0.0684211,0.0629996,0.0643965,0.0710949,0.0626094,0.0701339,0.0694609,0.0625807,0.0631045,0.0636966,0.0611256
1758.88,0.0618116,0.0636885,0.0678043,0.0638326,0.0674863,0.063385,0.061319,0.0591809,0.0650422,0.0627121,0.0673374,0.0614505,0.065986,0.0608665
1759.25,0.0657785,0.0661508,0.0602787,0.0697372,0.0630556,0.0667811,0.0625268,0.0668496,0.0595882,0.0630254,0.0580384,0.0659155,0.0664035,0.0611956
1759.62,0.0662715,0.0623698,0.066661,0.0657449,0.0602389,0.0628521,0.0619652,0.0661963,0.0651447,0.0631789,0.0616896,0.0704131,0.0633173,0.0650917
1760,0.0665604,0.0642982,0.0641345,0.0643223,0.0623908,0.0624242,0.0569657,0.0632562,0.0617513,0.0636322,0.0594683,0.0698973,0.0572772,0.05655
1760.38,0.0624774,0.068693,0.0566065,0.0692985,0.0644928,0.0649057,0.0594285,0.0627392,0.0611693,0.0671206,0.0647786,0.0580861,0.0622009,0.0675925
1760.75,0.0591954,0.06156,0.0618418,0.0600435,0.0637565,0.0619179,0.0605042,0.0634637,0.0587616,0.0600849,0.0643692,0.0593989,0.0577068,0.0589574
1761.12,0.0628941,0.0551967,0.0652991,0.0587132,0.0694377,0.0608799,0.0618821,0.0627648,0.0628756,0.0574679,0.0564431,0.0608851,0.0677119,0.0629073
1761.5,0.0681162,0.0641478,0.0719714,0.0697287,0.0660935,0.0558569,0.0582381,0.0612932,0.0600012,0.0629921,0.0662566,0.0658837,0.0627329,0.0606038
1761.88,0.0627326,0.0650136,0.0603514,0.0580358,0.0666331,0.0611754,0.0641892,0.0653934,0.0590414,0.0561754,0.0651781,0.0639385,0.0595857,0.0605604
1762.25,0.0639652,0.0597604,0.0598824,0.0625235,0.0599596,0.0647469,0.0636688,0.0595396,0.059772,0.0567074,0.0585402,0.0612628,0.057898,0.0576889
1762.62,0.0687689,0.0620022,0.0630669,0.0631722,0.0650849,0.0628402,0.0597449,0.0649992,0.0574848,0.0603075,0.0621162,0.0591979,0.0560263,0.0661507
1763,0.0564054,0.0666536,0.0605411,0.0587924,0.0659242,0.0588744,0.0636373,0.0674914,0.0628903,0.0531044,0.0598042,0.0598582,0.0656579,0.0660579
1763.38,0.0661441,0.0616768,0.0587898,0.0614768,0.0570193,0.0634647,0.0599853,0.0622586,0.0637183,0.0616129,0.0665208,0.0648413,0.0611426,0.0580458
1763.75,0.0605202,0.06409,0.0705001,0.0656753,0.0651731,0.05938,0.0606708,0.0640386,0.0582585,0.0631346,0.0616985,0.0616518,0.0576966,0.0650748
1764.12,0.0609299,0.0617803,0.0651438,0.0651766,0.0635461,0.0643188,0.0680125,0.0632434,0.064389,0.0632893,0.0683177,0.0570826,0.0654471,0.0562917
1764.5,0.0646511,0.0650666,0.0602098,0.0598867,0.0648086,0.0693431,0.0648804,0.0616989,0.0582157,0.0593201,0.0621828,0.0683769,0.0667018,0.0651295
1764.88,0.0610558,0.0631717,0.0681758,0.0652779,0.0665475,0.0637126,0.0645154,0.0625299,0.0600049,0.0661032,0.0620797,0.0617684,0.0631635,0.06383
1765.25,0.0593435,0.0621572,0.0557116,0.0642093,0.0588907,0.0658348,0.0691336,0.0605682,0.061206,0.067834,0.0640913,0.0637235,0.0649947,0.0666217
1765.62,0.0621537,0.0626865,0.0662646,0.0630264,0.0629686,0.0686404,0.0618732,0.0618189,0.0588188,0.0592676,0.0609176,0.0674115,0.062435,0.0579365
1766,0.0581164,0.0636404,0.0667961,0.0597897,0.0690612,0.0689862,0.0629994,0.0577614,0.0622367,0.0674585,0.0633363,0.0635602,0.0593407,0.0567786
1766.38,0.0660476,0.0597269,0.0635161,0.0616546,0.0601538,0.0636649,0.0681169,0.0629022,0.0612683,0.0621063,0.0674629,0.0658084,0.0597978,0.0633159
1766.75,0.0668911,0.0622423,0.0594767,0.0632221,0.0552622,0.0622692,0.0718332,0.0607635,0.0621014,0.0662821,0.0572576,0.0573167,0.0629815,0.0590234
1767.12,0.0581817,0.0604631,0.0573689,0.0621022,0.06091,0.0639071,0.0587211,0.0667874,0.0558229,0.0621829,0.060084,0.0656687,0.0568312,0.0605389
1767.5,0.0548015,0.0594528,0.0663708,0.067851,0.0629212,0.0604498,0.0651692,0.0642222,0.0634133,0.0600859,0.0709817,0.0666517,0.0638394,0.058534
1767.88,0.0622962,0.0630891,0.0648076,0.0613076,0.064261,0.054714,0.0703569,0.0545012,0.0573965,0.0691941,0.063554,0.0633467,0.0647144,0.0696345
1768.25,0.0689155,0.0631708,0.0632045,0.0577256,0.0666193,0.0630279,0.0629017,0.0585797,0.0684158,0.0615777,0.0562859,0.0649195,0.058436,0.0652057
1768.62,0.0658741,0.0602847,0.0615329,0.063907,0.0572479,0.0640525,0.0645054,0.0660787,0.067158,0.0582168,0.0633882,0.0595507,0.0670917,0.0638853
1769,0.0659355,0.0654948,0.0626449,0.0641711,0.058915,0.0633925,0.0625275,0.0572192,0.0700023,0.0672528,0.0658946,0.0648876,0.0597639,0.0602988
1769.38,0.0681469,0.0627008,0.0651147,0.0643128,0.0541769,0.0644379,0.0605568,0.0585576,0.0604679,0.0579207,0.064014,0.0613267,0.0680066,0.0702077
1769.75,0.0625795,0.0615634,0.0693935,0.0614624,0.066081,0.0604874,0.0622012,0.0622125,0.0643029,0.0634411,0.0640239,0.0686023,0.0587266,0.0583349
1770.12,0.0635671,0.0678969,0.0594278,0.0611075,0.0640028,0.0641568,0.0685394,0.066021,0.0668696,0.066035,0.0688751,0.0650764,0.0625438,0.0545872
1770.5,0.0689275,0.0697892,0.0610731,0.0596795,0.0648779,0.0610016,0.0709229,0.0607401,0.064812,0.0650448,0.064849,0.061433,0.0616382,0.0629355
1770.88,0.0705557,0.0617318,0.0650667,0.0602428,0.0642345,0.0672813,0.0681504,0.0675743,0.0606372,0.0682708,0.0616439,0.0638284,0.0639024,0.0628573
1771.25,0.0641772,0.0654179,0.0674201,0.0681986,0.0607399,0.0621033,0.0592708,0.058041,0.063241,0.0639205,0.0665662,0.064558,0.0634676,0.0684286
1771.62,0.0617275,0.0659849,0.0674159,0.0626827,0.0648156,0.0598971,0.0640807,0.0634905,0.0641086,0.0683719,0.0631381,0.0628046,0.0605533,0.0636917
1772,0.0719831,0.064742,0.0687227,0.0702804,0.0663179,0.0657603,0.0641458,0.0639079,0.0605227,0.0660726,0.0583213,0.0654139,0.0627075,0.0657648
1772.38,0.0715246,0.0655663,0.0645482,0.0675789,0.0672717,0.0617753,0.0676208,0.0661305,0.0623464,0.0664391,0.0649838,0.0657826,0.0643197,0.0622441
1772.75,0.0673873,0.0645246,0.0670238,0.0687568,0.069586,0.0609015,0.068877,0.0694759,0.0694536,0.0613792,0.0628512,0.0664523,0.0650114,0.0602802
1773.12,0.0596113,0.067257,0.0669712,0.0637084,0.0592208,0.0592562,0.0635839,0.0671274,0.067876,0.0628269,0.0615339,0.0645019,0.0666185,0.0607549
1773.5,0.0662063,0.0652729,0.0682178,0.0666758,0.0600528,0.0654871,0.0611092,0.0610763,0.0661448,0.0532747,0.0668211,0.0664501,0.0620787,0.0649757
1773.88,0.0602564,0.0678683,0.061527,0.0635949,0.063543,0.0613111,0.0673716,0.0597554,0.0613602,0.067668,0.0664013,0.0605978,0.0663546,0.0638648
1774.25,0.0603124,0.0652743,0.0701605,0.0589804,0.0665772,0.0702656,0.0655892,0.0593143,0.066818,0.0671063,0.065067,0.0659715,0.0658739,0.0716359
