HardSeg,AnnealTime,Modulus
43.1272,0.290591,143.249
46.5509,3.78581,211.271
34.0708,29.6456,118.51
34.2016,44.4471,145.449
47.4693,3.13705,211.941
30.5623,1.52024,56.6985
22.9919,0.147822,48.942
20.0806,0.415781,5
29.8562,0.132268,49.5105
39.4325,0.211726,113.421
46.1172,15.1371,189.357
22.7426,0.185807,58.5844
22.2692,2.72471,66.2498
46.7187,8.18891,205.4
22.9988,0.533384,45.524
22.677,7.59344,55.1315
29.4344,12.0086,86.8867
32.1496,25.5485,128.127
23.3509,8.1977,51.2763
20.0666,0.340338,49.9941
43.4915,2.91721,181.6
30.0195,0.363526,61.665
20.2428,6.01886,16.6306
30.9058,29.7106,109.198
46.7938,0.386091,163.432
25.8376,16.1035,81.3147
44.6578,0.25968,143.439
40.5059,2.89725,152.664
25.4898,75.2906,99.7482
34.6062,8.5463,78.5432
42.5699,3.0215,180.479
26.5444,24.3827,89.5854
41.9988,0.927538,142.603
37.8927,0.151707,74.3551
31.2283,0.195159,44.9947
20.9015,4.7925,8.51927
27.0807,1.82996,73.827
30.8412,1.1776,100.009
21.3854,17.9748,63.2918
42.5085,3.91063,159.848
21.2572,17.2241,58.3612
38.0482,0.479582,98.8857
42.3448,0.857179,125.155
21.4214,11.6377,16.5244
41.5029,2.56465,137.484
21.6795,12.5178,66.1613
20.6657,28.5788,56.009
47.6322,1.00264,171.458
25.4081,0.761677,49.0799
18.2614,11.0807,34.7872
36.7225,14.222,132.853
29.2771,0.770594,51.6082
42.8855,6.7577,230.031
43.6524,60.6882,209.9
39.1081,1.31244,162.87
25.3711,0.141673,61.6841
39.4025,1.10693,160.757
44.6873,0.550296,117.707
33.3201,0.609785,91.5966
37.2765,0.144572,105.019
40.1829,47.2568,173.707
19.5197,0.135772,36.2258
34.2025,0.338524,63.3703
35.1989,0.207236,87.5733
46.3558,0.374542,138.999
18.8789,0.284364,32.7133
45.6259,0.387755,142.474
24.7147,0.152639,14.4287
23.9531,4.2244,69.8968
38.171,0.110678,128.608
16.7219,7.72199,29.6238
30.8045,0.227981,28.8501
18.5265,9.4406,21.482
21.9495,9.91864,65.0077
40.4068,13.7661,189.863
22.2971,0.531198,5.82784
34.6461,0.687836,96.931
36.3964,13.2104,147.535
27.4515,32.7386,52.618
45.3531,0.192683,130.201
47.7161,10.2225,217.866
25.1475,51.9738,52.6857
16.9917,7.19867,5
38.476,0.327162,126.032
47.8547,13.3396,232.406
17.7159,1.66117,20.2347
45.9209,0.110632,182.15
29.1718,0.16348,67.925
34.3297,6.97469,142.276
45.22,25.1461,172.951
46.7551,1.54788,157.374
34.8566,2.18803,106.852
17.3925,2.08842,9.10749
44.0191,1.21191,134.148
20.4432,2.00709,55.6473
46.727,4.37781,233.111
19.2107,0.452012,69.4238
38.8512,63.5924,174.875
38.1024,0.294031,92.0998
36.3599,0.407358,69.8291
39.8782,0.16538,80.2247
19.5893,46.4043,30.4533
19.7729,59.4511,67.1185
44.1197,26.5927,213.993
17.3842,1.16222,22.0028
21.2753,0.17745,24.6602
28.9926,2.95754,88.174
22.3385,12.0612,51.6167
37.9819,27.0799,155.939
37.8617,0.134024,128.01
37.2095,50.9411,185.34
32.695,1.17139,66.8736
23.5118,0.662728,25.3841
36.9777,22.1922,214.143
22.222,0.26383,5
26.5569,0.847562,55.4121
23.744,44.7522,100.723
28.8581,6.45604,85.7068
22.8819,14.7672,54.5686
25.4281,1.22601,36.8695
45.3712,0.360953,147.653
18.0014,19.3876,35.1489
36.901,1.29581,64.3173
26.59,26.1769,91.3442
37.2955,0.805174,115.379
18.8003,5.54022,39.4736
43.2999,49.6371,210.593
39.8085,1.21094,121.907
30.3363,0.186607,60.4662
32.9634,0.914405,91.366
47.3856,0.290472,162.74
42.7368,1.46469,131.503
30.8687,4.34865,63.1268
30.1247,27.2754,130.556
46.4009,1.33169,172.167
42.6687,0.146427,126.549
24.9679,4.70017,46.2049
31.1351,0.219509,62.9582
33.9056,4.18704,79.1851
30.7975,44.4099,148.21
21.8219,70.3711,53.1293
41.0555,2.57513,140.113
35.5937,1.13268,73.3444
19.5311,0.356025,45.9664
25.3107,0.145003,73.6353
37.723,0.379806,76.5026
20.2263,0.177457,9.47343
42.5125,0.225098,156.683
25.1403,0.427977,41.0976
20.5769,0.735066,53.3659
34.7951,3.32581,130.804
36.1126,5.57823,144.282
31.4691,8.96532,105.24
45.0382,0.340271,140.307
18.5644,9.19673,24.8304
27.8817,8.04171,89.0566
22.5268,43.834,42.3527
20.778,57.2469,48.6777
45.6878,10.6253,187.86
36.4275,62.201,133.408
31.7527,54.9766,95.4426
22.5679,0.146089,26.4282
19.3329,2.1922,81.834
39.8089,34.4579,173.558
20.9083,1.54054,31.9198
38.5391,0.144715,113.887
35.5802,0.60833,109.451
36.1955,6.89353,172.896
16.1059,4.24596,7.679
44.2648,3.02254,181.952
22.1476,1.61714,61.2118
43.9374,3.99612,171.477
44.3488,5.75137,187.154
40.0019,0.948859,112.349
21.8877,0.301726,63.6129
39.2495,1.05965,112.289
21.115,41.4287,9.87029
39.1672,5.91481,143.354
27.6242,74.8958,56.0014
36.4084,3.17816,80.6776
32.9748,3.7179,82.3245
18.8888,1.08309,39.5011
46.8316,69.2979,279.782
23.0448,1.31326,75.3332
28.6009,34.4552,109.44
31.6023,25.3797,90.0159
40.7571,0.494483,121.533
39.1875,0.115944,121.679
40.9536,0.603007,119.295
27.7781,1.73326,59.8808
26.7999,0.720642,47.5719
45.4716,17.1767,234.401
30.1456,9.70204,120.707
20.0217,15.8956,35.0768
25.9404,0.206472,48.2099
30.876,24.5586,99.3747
19.4209,1.90072,40.5561
18.8622,37.1677,27.1266
16.2139,3.97235,5
44.3192,0.436872,156.858
42.9363,0.505055,110.665
22.146,1.00312,22.7043
34.7109,1.67396,87.466
18.1976,0.18344,9.38644
46.349,28.4536,216.127
32.8916,2.45256,97.2127
17.7848,0.14826,5
23.3807,10.5539,56.3685
30.0493,21.4053,90.3319
23.1247,0.697645,44.6328
27.2563,0.62009,57.5351
21.0377,15.0173,18.6933
40.9212,0.700324,98.5261
30.0747,3.19667,64.6219
35.1156,52.9414,174.176
31.811,21.647,139.755
34.1891,8.50144,142.448
35.4342,8.71715,170.115
23.5002,0.152622,5
35.0477,0.146984,56.3804
33.0929,40.7033,117.98
16.2977,12.4659,5
44.5843,1.72119,136.193
45.3675,57.7028,233.03
19.9549,0.123386,51.3366
21.9617,0.328188,32.7026
33.4756,20.8532,109.496
24.5757,49.5977,55.9953
23.8334,6.32086,47.2137
36.1139,10.0915,108.581
19.7014,4.00293,36.2093
20.5607,2.24215,65.446
23.5629,53.8248,53.0048
43.4024,5.42536,164.885
21.4378,7.8279,18.7062
47.7071,0.118229,124.151
26.4898,7.10982,52.7574
22.8196,21.7834,51.2062
36.785,0.114115,115.216
36.7227,9.14534,155.288
32.0648,27.6301,86.9277
36.2282,2.20321,152.396
20.991,9.0824,13.0204
38.8734,0.16466,103.327
37.1394,0.261573,88.2948
20.7533,0.264075,14.2935
25.8345,0.122542,51.6402
43.7606,7.27576,140.385
47.3799,1.59288,179.463
33.517,7.14627,101.589
16.6409,21.1167,27.156
29.3254,2.33912,93.8368
36.0239,31.6653,136.722
34.4771,32.9312,116.207
26.6987,0.524613,54.0002
29.7406,15.2949,101.711
34.4018,4.74932,123.387
35.8429,9.80379,130.92
34.2578,4.24505,91.5002
35.9893,13.5047,154.368
39.7415,0.475371,135.305
36.0403,0.260654,35.9045
47.1862,8.42254,201.224
45.0115,1.76952,200.988
32.1529,34.7721,129.746
21.8497,6.36597,12.0485
42.8845,3.40686,169.307
27.4795,0.324408,70.8575
29.1216,0.132632,85.5785
26.4601,3.71354,103.696
28.3185,2.36398,66.7788
44.5758,17.687,197.539
18.9862,0.271544,6.80102
46.7866,0.899471,158.81
44.4077,0.346417,136.098
32.0501,0.141637,86.5803
27.562,0.248646,56.5907
25.3607,19.254,66.1073
21.472,52.0361,27.5249
34.3223,8.98956,188.046
37.2784,13.0319,144.477
19.7772,43.6062,48.2428
28.5848,0.182294,61.1258
32.9826,5.63167,91.9412
40.5698,1.41269,123.032
30.2907,69.6161,136.244
29.5584,19.9622,104.638
37.2512,0.117013,101.445
18.9261,2.41293,18.8456
34.8228,0.187347,60.756
28.5189,0.348028,69.7979
33.5407,0.455987,127.724
34.5859,3.65514,145.202
36.7795,77.0445,166.699
39.7802,3.54609,154.12
34.9304,1.43675,112.9
39.5618,1.66029,148.161
26.833,0.344889,49.6366
17.5421,0.927716,40.2874
24.2957,0.832051,55.4767
22.1918,18.5014,101.069
43.7953,34.9734,226.298
39.5538,24.7599,223.217
31.6274,0.281317,83.9505
31.2628,13.1272,150.081
18.7578,14.5765,5
23.4907,26.8057,74.873
45.1539,0.635203,143.629
46.4077,0.529709,180.402
39.5167,0.691153,151.079
18.5672,60.5226,56.6405
36.0968,0.273079,76.542
35.748,0.342686,94.0395
16.1351,9.89914,43.2881
39.5484,1.86103,151.305
40.6802,0.107623,115.266
44.8347,0.974848,189.492
36.3997,0.211432,65.6332
32.1237,0.112689,82.4502
24.5339,0.103232,63.7013
25.3329,25.2975,75.865
31.5544,5.01458,82.5674
32.6487,10.6902,116.788
40.6462,5.69824,150.868
21.5858,4.91738,35.8597
47.2574,0.514153,182.122
45.0269,0.407148,138.818
30.5348,66.2895,104.065
22.5733,29.723,55.7727
37.3752,3.97824,132.549
16.0393,8.10441,59.7963
18.3247,0.175005,5
33.7524,21.5236,150.278
23.846,5.30878,64.9635
45.3195,4.7633,178.198
31.3307,29.9194,95.3406
19.8728,0.537649,50.7808
16.9817,2.60127,16.3577
45.5966,1.39056,145.625
20.4261,0.119326,23.9406
19.1389,0.508744,70.7673
38.297,0.829858,108.342
16.8345,0.321574,29.359
26.0232,2.09586,106.829
31.9828,1.33472,47.1914
16.9284,4.95732,36.9847
17.0379,0.268098,43.6134
36.8918,11.7291,123.05
17.4625,40.7029,5
38.4823,0.574981,106.379
32.5807,0.504301,100.455
17.1107,31.4,24.5524
18.7137,39.9923,5.85495
31.9712,8.01991,93.2654
26.9534,1.1288,74.2228
23.8346,0.178328,23.1225
47.6855,38.6127,274.538
26.7265,0.113305,61.4232
16.7724,15.1144,52.0446
32.4211,20.8828,72.1012
21.7718,0.168681,73.1289
33.1552,1.47656,143.818
33.4454,0.242512,90.7973
28.6624,2.38292,105.62
33.5018,9.9698,123.995
19.8057,0.122013,17.2433
19.508,0.288078,69.7849
43.4366,53.2611,221.395
46.5485,0.313656,150.756
27.7593,5.17623,46.4445
25.4514,78.3505,75.5716
39.0536,0.213839,112.924
18.4384,1.80389,38.7475
39.4003,30.3893,164.314
20.0342,0.51833,38.2257
29.2314,0.391542,95.7062
26.6295,0.178321,51.3149
16.0393,12.3765,5
25.1612,61.6716,81.0941
21.8529,5.03412,41.7302
22.6725,3.62491,73.2491
17.8673,0.427896,32.0819
42.3884,1.98162,161.889
42.3143,40.96,186.387
31.083,1.66866,78.74
31.3339,27.1135,120.852
27.4345,0.110744,31.688
22.161,3.00001,19.9216
40.8293,0.572468,109.865
27.9961,3.34885,64.2308
26.8276,0.964583,67.439
26.7225,1.54665,69.8587
34.7465,56.6639,117.541
17.5733,0.235656,28.4097
40.4739,0.861163,110.007
39.8445,0.753794,94.4968
16.6677,1.38174,41.5032
27.0817,66.5408,80.3586
17.2887,0.5336,35.4364
30.6619,0.119553,94.5779
38.5168,21.1988,183.793
29.9591,33.1914,134.619
46.6051,1.12058,216.234
29.3022,45.6883,144.229
23.5325,0.316259,39.4388
38.2728,32.0032,160.219
42.5356,0.256905,115.295
26.6174,0.194804,44.0084
47.7046,16.8044,267.684
18.9231,5.1834,13.1748
32.0703,0.837051,48.9112
31.0618,0.195585,93.7275
20.1721,57.2549,34.7356
33.6586,0.275702,49.2199
21.6383,5.55329,5
37.6533,39.5794,160.304
26.3379,23.6123,93.5939
32.5488,3.62809,103.857
19.6185,9.52181,11.2111
24.038,11.1904,50.2823
